5.250251e+002,1.533611e-002
5.255073e+002,1.019602e-002
5.259894e+002,7.301699e-003
5.264715e+002,6.976690e-003
5.269536e+002,9.540271e-003
5.274357e+002,1.254210e-002
5.279178e+002,1.335213e-002
5.284000e+002,1.427776e-002
5.288821e+002,1.505933e-002
5.293642e+002,1.615400e-002
5.298463e+002,1.813675e-002
5.303284e+002,2.120348e-002
5.308105e+002,2.467500e-002
5.312927e+002,2.754089e-002
5.317748e+002,2.893155e-002
5.322569e+002,2.817249e-002
5.327390e+002,2.484398e-002
5.332211e+002,1.942573e-002
5.337032e+002,1.345984e-002
5.341854e+002,8.986939e-003
5.346675e+002,7.463478e-003
5.351496e+002,9.410009e-003
5.356317e+002,1.464007e-002
5.361138e+002,2.217414e-002
5.365959e+002,3.080755e-002
5.370781e+002,3.978254e-002
5.375602e+002,4.886584e-002
5.380423e+002,5.785823e-002
5.385244e+002,6.572552e-002
5.390065e+002,7.132378e-002
5.394886e+002,7.234277e-002
5.399708e+002,7.069750e-002
5.404529e+002,6.582624e-002
5.409350e+002,5.873732e-002
5.414171e+002,5.161762e-002
5.418992e+002,4.297618e-002
5.423813e+002,3.536315e-002
5.428635e+002,2.862509e-002
5.433456e+002,2.270098e-002
5.438277e+002,1.983016e-002
5.443098e+002,1.493805e-002
5.447919e+002,9.997195e-003
5.452740e+002,4.229501e-003
5.457562e+002,1.781689e-003
5.462383e+002,2.623200e-004
5.467204e+002,0.000000e+000
5.472025e+002,1.079850e-003
5.476846e+002,2.866110e-003
5.481667e+002,4.799874e-003
5.486489e+002,6.643757e-003
5.491310e+002,8.899432e-003
5.496131e+002,1.150947e-002
5.500952e+002,1.487815e-002
5.505773e+002,1.904438e-002
5.510594e+002,2.369094e-002
5.515416e+002,2.844175e-002
5.520237e+002,3.151323e-002
5.525058e+002,3.233721e-002
5.529879e+002,3.502705e-002
5.534700e+002,3.810369e-002
5.539521e+002,4.148976e-002
5.544343e+002,4.563607e-002
5.549164e+002,5.054345e-002
5.553985e+002,5.569746e-002
5.558806e+002,6.034880e-002
5.563627e+002,6.402649e-002
5.568448e+002,6.575726e-002
5.573270e+002,6.517507e-002
5.578091e+002,6.227402e-002
5.582912e+002,5.747310e-002
5.587733e+002,5.174471e-002
5.592554e+002,4.736035e-002
5.597375e+002,4.210018e-002
5.602197e+002,3.833342e-002
5.607018e+002,3.654554e-002
5.611839e+002,3.609445e-002
5.616660e+002,3.751222e-002
5.621481e+002,4.000044e-002
5.626302e+002,4.232723e-002
5.631124e+002,4.293977e-002
5.635945e+002,4.097142e-002
5.640766e+002,3.627894e-002
5.645587e+002,2.950849e-002
5.650408e+002,2.179691e-002
5.655229e+002,1.441480e-002
5.660051e+002,8.392146e-003
5.664872e+002,4.425442e-003
5.669693e+002,2.659533e-003
5.674514e+002,2.723288e-003
5.679335e+002,3.941588e-003
5.684156e+002,8.894099e-003
5.688978e+002,1.042786e-002
5.693799e+002,1.227348e-002
5.698620e+002,1.337734e-002
5.703441e+002,1.426717e-002
5.708262e+002,1.532384e-002
5.713083e+002,1.625906e-002
5.717905e+002,1.687062e-002
5.722726e+002,1.690178e-002
5.727547e+002,1.661662e-002
5.732368e+002,1.529648e-002
5.737189e+002,1.370631e-002
5.742010e+002,1.241118e-002
5.746832e+002,1.213429e-002
5.751653e+002,1.364787e-002
5.756474e+002,1.757981e-002
5.761295e+002,2.420817e-002
5.766116e+002,3.322757e-002
5.770938e+002,4.382337e-002
5.775759e+002,5.473043e-002
5.780580e+002,6.449088e-002
5.785401e+002,7.165460e-002
5.790222e+002,7.483687e-002
5.795043e+002,7.317698e-002
5.799865e+002,6.669303e-002
5.804686e+002,5.650797e-002
5.809507e+002,4.452237e-002
5.814328e+002,3.272220e-002
5.819149e+002,2.275696e-002
5.823970e+002,1.546834e-002
5.828792e+002,1.094085e-002
5.833613e+002,8.689821e-003
5.838434e+002,7.987868e-003
5.843255e+002,8.158859e-003
5.848076e+002,8.691957e-003
5.852897e+002,9.391475e-003
5.857719e+002,1.027541e-002
5.862540e+002,1.147625e-002
5.867361e+002,1.303320e-002
5.872182e+002,1.335442e-002
5.877003e+002,1.418915e-002
5.881824e+002,1.532527e-002
5.886646e+002,1.646973e-002
5.891467e+002,1.735489e-002
5.896288e+002,1.783776e-002
5.901109e+002,1.791455e-002
5.905930e+002,1.770751e-002
5.910751e+002,1.739922e-002
5.915573e+002,1.718302e-002
5.920394e+002,1.720552e-002
5.925215e+002,1.753861e-002
5.930036e+002,1.819867e-002
5.934857e+002,1.916634e-002
5.939678e+002,2.040304e-002
5.944500e+002,2.184635e-002
5.949321e+002,2.339460e-002
5.954142e+002,2.491030e-002
5.958963e+002,2.621887e-002
5.963784e+002,2.716080e-002
5.968605e+002,2.765482e-002
5.973427e+002,2.773374e-002
5.978248e+002,2.756855e-002
5.983069e+002,2.742222e-002
5.987890e+002,2.760337e-002
5.992711e+002,2.833547e-002
5.997532e+002,2.966689e-002
6.002354e+002,3.141452e-002
6.007175e+002,3.319659e-002
6.011996e+002,3.454072e-002
6.016817e+002,3.499212e-002
6.021638e+002,3.428418e-002
6.026459e+002,3.239449e-002
6.031281e+002,2.956787e-002
6.036102e+002,2.623946e-002
6.040923e+002,2.294204e-002
6.045744e+002,2.017640e-002
6.050565e+002,1.824558e-002
6.055386e+002,1.722166e-002
6.060208e+002,1.694371e-002
6.065029e+002,1.712827e-002
6.069850e+002,1.747013e-002
6.074671e+002,1.775885e-002
6.079492e+002,1.793929e-002
6.084313e+002,1.809103e-002
6.089135e+002,1.837038e-002
6.093956e+002,1.891628e-002
6.098777e+002,1.979590e-002
6.103598e+002,2.096438e-002
6.108419e+002,2.228524e-002
6.113240e+002,2.356012e-002
6.118062e+002,2.459417e-002
6.122883e+002,2.525185e-002
6.127704e+002,2.547032e-002
6.132525e+002,2.527596e-002
6.137346e+002,2.476135e-002
6.142167e+002,2.407539e-002
6.146989e+002,2.338216e-002
6.151810e+002,2.283413e-002
6.156631e+002,2.255755e-002
6.161452e+002,2.262035e-002
6.166273e+002,2.302891e-002
6.171094e+002,2.373507e-002
6.175916e+002,2.466225e-002
6.180737e+002,2.573190e-002
6.185558e+002,2.688091e-002
