,*Thu Aug 31 11:39:07 2023_5.7_5,
Wavenumbers [1/cm],Absorbance,
2883.540,0.08333289,
2883.058,0.08276232,
2882.576,0.0822176,
2882.094,0.08170024,
2881.612,0.0812249,
2881.129,0.08081329,
2880.647,0.08048713,
2880.165,0.08026361,
2879.683,0.08015653,
2879.201,0.08017905,
2878.719,0.08034328,
2878.237,0.08066207,
2877.755,0.0811439,
2877.273,0.08178981,
2876.790,0.08258772,
2876.308,0.08351323,
2875.826,0.08453304,
2875.344,0.08560683,
2874.862,0.08669628,
2874.380,0.08777021,
2873.898,0.08880354,
2873.416,0.08978031,
2872.933,0.09069205,
2872.451,0.09153564,
2871.969,0.09231304,
2871.487,0.09302931,
2871.005,0.0936906,
2870.523,0.09430163,
2870.041,0.09486308,
2869.559,0.09537262,
2869.077,0.0958297,
2868.594,0.09624101,
2868.112,0.09662955,
2867.630,0.09703608,
2867.148,0.09751949,
2866.666,0.09815099,
2866.184,0.09899569,
2865.702,0.1001083,
2865.220,0.1015225,
2864.737,0.1032512,
2864.255,0.1052929,
2863.773,0.1076413,
2863.291,0.1102955,
2862.809,0.1132604,
2862.327,0.1165455,
2861.845,0.1201562,
2861.363,0.1240836,
2860.881,0.1282992,
2860.398,0.1327606,
2859.916,0.1374112,
2859.434,0.1421951,
2858.952,0.1470683,
2858.470,0.1519944,
2857.988,0.1569479,
2857.506,0.1619076,
2857.024,0.1668487,
2856.542,0.1717416,
2856.059,0.1765507,
2855.577,0.18123,
2855.095,0.1857219,
2854.613,0.1899498,
2854.131,0.1938089,
2853.649,0.1971715,
2853.167,0.1998947,
2852.685,0.2018351,
2852.202,0.2028796,
2851.720,0.2029576,
2851.238,0.2020474,
2850.756,0.200173,
2850.274,0.19739,
2849.792,0.1937724,
2849.310,0.189407,
2848.828,0.1843884,
2848.346,0.1788174,
2847.863,0.1728007,
2847.381,0.1664434,
2846.899,0.1598465,
2846.417,0.1531042,
2845.935,0.1463074,
2845.453,0.1395463,
2844.971,0.1329098,
2844.489,0.1264913,
2844.006,0.1203775,
2843.524,0.1146371,
2843.042,0.1093239,
2842.560,0.1044623,
2842.078,0.1000487,
2841.596,0.09605987,
2841.114,0.09245629,
2840.632,0.089191,
2840.150,0.08621646,
2839.667,0.08348902,
2839.185,0.08097035,
2838.703,0.07862773,
2838.221,0.07643455,
2837.739,0.07437058,
2837.257,0.07242267,
2836.775,0.07058564,
2836.293,0.0688615,
2835.810,0.06725676,
2835.328,0.06577681,
2834.846,0.06442243,
2834.364,0.06318665,
2833.882,0.06205441,
2833.400,0.06100579,
2832.918,0.0600205,
2832.436,0.05908487,
2831.954,0.05819228,
2831.471,0.05734399,
2830.989,0.05654482,
2830.507,0.05579907,
2830.025,0.055106,
2829.543,0.05445859,
2829.061,0.05384465,
2828.579,0.05325034,
2828.097,0.05266553,
2827.615,0.05208502,
2827.132,0.05150992,
2826.650,0.05094593,
2826.168,0.05040115,
2825.686,0.04988256,
2825.204,0.04939454,
2824.722,0.04893872,
2824.240,0.04851449,
2823.758,0.04811933,
2823.275,0.04775018,
2822.793,0.04740389,
2822.311,0.04707693,
2821.829,0.04676592,
2821.347,0.04646796,
2820.865,0.04618031,
2820.383,0.04590058,
2819.901,0.0456261,
2819.419,0.04535367,
2818.936,0.04507915,
2818.454,0.04479926,
2817.972,0.04451222,
2817.490,0.04422035,
2817.008,0.04393017,
2816.526,0.04365251,
2816.044,0.04339975,
2815.562,0.04318143,
2815.079,0.04300238,
2814.597,0.04285968,
2814.115,0.04274449,
2813.633,0.04264423,
2813.151,0.04254666,
2812.669,0.04244426,
2812.187,0.0423343,
2811.705,0.0422186,
2811.223,0.04210123,
2810.740,0.04198549,
2810.258,0.04187258,
2809.776,0.04176144,
2809.294,0.04165035,
2808.812,0.04153825,
2808.330,0.04142522,
2807.848,0.04131174,
2807.366,0.0411971,
2806.883,0.04107863,
2806.401,0.04095135,
2805.919,0.04081044,
2805.437,0.04065407,
2804.955,0.04048554,
2804.473,0.04031377,
2803.991,0.04015037,
2803.509,0.04000585,
2803.027,0.03988346,
2802.544,0.03977782,
2802.062,0.0396746,
2801.580,0.03955673,
2801.098,0.03940929,
2800.616,0.03922625,
2800.134,0.03901351,
2799.652,0.03878784,
2799.170,0.03857218,
2798.688,0.03838747,
2798.205,0.03824848,
2797.723,0.03816011,
2797.241,0.03811797,
2796.759,0.03811065,
2796.277,0.0381255,
2795.795,0.03815132,
2795.313,0.03817908,
2794.831,0.03820227,
2794.348,0.03821486,
2793.866,0.03820958,
2793.384,0.03817876,
2792.902,0.03811558,
2792.420,0.03801615,
2791.938,0.03788231,
2791.456,0.03772208,
2790.974,0.03754978,
2790.492,0.03738195,
2790.009,0.03723563,
2789.527,0.03712444,
2789.045,0.03705532,
2788.563,0.03702872,
2788.081,0.03703803,
2787.599,0.03707187,
2787.117,0.03711548,
2786.635,0.03715363,
2786.152,0.03717398,
2785.670,0.03716838,
2785.188,0.03713428,
2784.706,0.03707417,
2784.224,0.03699495,
2783.742,0.03690482,
2783.260,0.03681089,
2782.778,0.03671809,
2782.296,0.03662812,
2781.813,0.03654024,
2781.331,0.03645315,
2780.849,0.03636641,
2780.367,0.03628197,
2779.885,0.03620323,
2779.403,0.03613348,
2778.921,0.03607415,
2778.439,0.03602311,
2777.956,0.03597457,
2777.474,0.03592159,
2776.992,0.03585743,
2776.510,0.0357804,
2776.028,0.03569397,
2775.546,0.03560786,
2775.064,0.03553375,
2774.582,0.03548221,
2774.100,0.03545903,
2773.617,0.03546287,
2773.135,0.03548605,
2772.653,0.03551801,
2772.171,0.03554958,
2771.689,0.035577,
2771.207,0.03560288,
2770.725,0.03563501,
2770.243,0.03568214,
2769.760,0.03574921,
2769.278,0.0358339,
2768.796,0.0359255,
2768.314,0.03600704,
2767.832,0.03606193,
2767.350,0.03607731,
2766.868,0.03604946,
2766.386,0.03598394,
2765.904,0.03589476,
2765.421,0.03579907,
2764.939,0.03571159,
2764.457,0.03564244,
2763.975,0.03559389,
2763.493,0.03556134,
2763.011,0.03553562,
2762.529,0.03550648,
2762.047,0.03546613,
2761.565,0.03541038,
2761.082,0.03534099,
2760.600,0.03526459,
2760.118,0.03519227,
2759.636,0.03513588,
2759.154,0.03510545,
2758.672,0.0351066,
2758.190,0.03513719,
2757.708,0.03518843,
2757.225,0.0352453,
2756.743,0.03529267,
2756.261,0.03531822,
2755.779,0.03531745,
2755.297,0.03529445,
2754.815,0.03526119,
2754.333,0.03523224,
2753.851,0.03521907,
2753.369,0.03522645,
2752.886,0.03525035,
2752.404,0.03527936,
2751.922,0.03529824,
2751.440,0.03529345,
2750.958,0.03525713,
2750.476,0.03518879,
2749.994,0.03509527,
2749.512,0.03498823,
2749.029,0.03488288,
2748.547,0.03479433,
2748.065,0.0347363,
2747.583,0.03471992,
2747.101,0.03475108,
2746.619,0.03482909,
2746.137,0.03494493,
2745.655,0.03508212,
2745.173,0.03521862,
2744.690,0.03533052,
2744.208,0.03539883,
2743.726,0.03541294,
2743.244,0.03537314,
2742.762,0.03528884,
2742.280,0.03517585,
2741.798,0.03505182,
2741.316,0.03493169,
2740.833,0.0348272,
2740.351,0.034747,
2739.869,0.034698,
2739.387,0.03468586,
2738.905,0.03471469,
2738.423,0.03478366,
2737.941,0.0348855,
2737.459,0.03500444,
2736.977,0.03512081,
2736.494,0.03521314,
2736.012,0.03526573,
2735.530,0.03527299,
2735.048,0.03524046,
2734.566,0.03518166,
2734.084,0.03511243,
2733.602,0.03504643,
2733.120,0.03499045,
2732.638,0.03494514,
2732.155,0.03490755,
2731.673,0.03487591,
2731.191,0.03485154,
2730.709,0.03483934,
2730.227,0.03484426,
2729.745,0.03486786,
2729.263,0.03490556,
2728.781,0.03494783,
2728.298,0.03498327,
2727.816,0.03500396,
2727.334,0.03500985,
2726.852,0.03500859,
2726.370,0.03501337,
2725.888,0.03503539,
2725.406,0.03507945,
2724.924,0.03513998,
2724.442,0.03520342,
2723.959,0.03525156,
2723.477,0.03526948,
2722.995,0.03525115,
2722.513,0.03520107,
2722.031,0.03513283,
2721.549,0.03506337,
2721.067,0.03500888,
2720.585,0.03497906,
2720.102,0.03497601,
2719.620,0.03499451,
2719.138,0.03502513,
2718.656,0.03505673,
2718.174,0.03507776,
2717.692,0.0350784,
2717.210,0.03505074,
2716.728,0.03498993,
2716.246,0.03489497,
2715.763,0.03477098,
2715.281,0.03462943,
2714.799,0.03448635,
2714.317,0.03435946,
2713.835,0.03426547,
2713.353,0.03421309,
2712.871,0.03420261,
2712.389,0.03422502,
2711.906,0.03426547,
2711.424,0.03430703,
2710.942,0.03433591,
2710.460,0.03434514,
2709.978,0.03433564,
2709.496,0.03431486,
2709.014,0.03429246,
2708.532,0.03427739,
2708.050,0.03427413,
2707.567,0.03428101,
2707.085,0.03429136,
2706.603,0.03429557,
2706.121,0.03428493,
2705.639,0.03425467,
2705.157,0.03420527,
2704.675,0.03414239,
2704.193,0.03407558,
2703.711,0.03401452,
2703.228,0.03396623,
2702.746,0.03393348,
2702.264,0.0339144,
2701.782,0.03390352,
2701.300,0.03389461,
2700.818,0.03388282,
2700.336,0.03386691,
2699.854,0.03384966,
2699.371,0.03383717,
2698.889,0.03383771,
2698.407,0.03385946,
2697.925,0.03390846,
2697.443,0.03398746,
2696.961,0.03409441,
2696.479,0.03422293,
2695.997,0.03436208,
2695.515,0.03449832,
2695.032,0.03461862,
2694.550,0.03471229,
2694.068,0.03477439,
2693.586,0.03480669,
2693.104,0.03481677,
2692.622,0.03481529,
2692.140,0.03481161,
2691.658,0.0348107,
2691.175,0.03481106,
2690.693,0.03480656,
2690.211,0.03478855,
2689.729,0.03475165,
2689.247,0.03469655,
2688.765,0.03463144,
2688.283,0.03456964,
2687.801,0.03452485,
2687.319,0.03450703,
2686.836,0.03451849,
2686.354,0.03455371,
2685.872,0.03460113,
2685.390,0.03464809,
2684.908,0.03468479,
2684.426,0.03470594,
2683.944,0.03471198,
2683.462,0.03470753,
2682.979,0.03469901,
2682.497,0.03469303,
2682.015,0.03469612,
2681.533,0.03471375,
2681.051,0.03474995,
2680.569,0.03480653,
2680.087,0.03488038,
2679.605,0.03496369,
2679.123,0.03504282,
2678.640,0.03510087,
2678.158,0.03512355,
2677.676,0.03510193,
2677.194,0.03503749,
2676.712,0.03494079,
2676.230,0.03483033,
2675.748,0.03472569,
2675.266,0.03464139,
2674.784,0.03458428,
2674.301,0.03455212,
2673.819,0.03453639,
2673.337,0.03452663,
2672.855,0.03451511,
2672.373,0.03449915,
2671.891,0.03448127,
2671.409,0.0344668,
2670.927,0.03446051,
2670.444,0.03446564,
2669.962,0.03448185,
2669.480,0.03450711,
2668.998,0.03453857,
2668.516,0.03457392,
2668.034,0.0346119,
2667.552,0.03465106,
2667.070,0.03468931,
2666.588,0.03472269,
2666.105,0.03474608,
2665.623,0.0347538,
2665.141,0.03474141,
2664.659,0.0347072,
2664.177,0.03465302,
2663.695,0.03458375,
2663.213,0.03450743,
2662.731,0.03443247,
2662.248,0.0343674,
2661.766,0.03431859,
2661.284,0.03428877,
2660.802,0.03427681,
2660.320,0.03427749,
2659.838,0.03428345,
2659.356,0.03428624,
2658.874,0.03427988,
2658.392,0.0342626,
2657.909,0.03423751,
2657.427,0.03421079,
2656.945,0.03418894,
2656.463,0.034175,
2655.981,0.03416663,
2655.499,0.03415561,
2655.017,0.03413003,
2654.535,0.03407898,
2654.052,0.03399715,
2653.570,0.03388702,
2653.088,0.03375885,
2652.606,0.03362781,
2652.124,0.03350964,
2651.642,0.03341562,
2651.160,0.03335058,
2650.678,0.03331213,
2650.196,0.03329393,
2649.713,0.03328758,
2649.231,0.03328623,
2648.749,0.03328577,
2648.267,0.03328475,
2647.785,0.03328362,
2647.303,0.03328336,
2646.821,0.03328469,
2646.339,0.03328752,
2645.857,0.03329105,
2645.374,0.03329302,
2644.892,0.03328962,
2644.410,0.03327556,
2643.928,0.03324435,
2643.446,0.03319073,
2642.964,0.03311331,
2642.482,0.03301661,
2642.000,0.03291273,
2641.517,0.03281929,
2641.035,0.03275763,
2640.553,0.03274657,
2640.071,0.03279718,
2639.589,0.0329107,
2639.107,0.03307719,
2638.625,0.0332775,
2638.143,0.03348647,
2637.661,0.03367951,
2637.178,0.03383511,
2636.696,0.0339379,
2636.214,0.03398061,
2635.732,0.03396299,
2635.250,0.03389208,
2634.768,0.03377817,
2634.286,0.03363491,
2633.804,0.03347614,
2633.321,0.03331377,
2632.839,0.03315861,
2632.357,0.03301914,
2631.875,0.03290277,
2631.393,0.03281691,
2630.911,0.03276859,
2630.429,0.03276298,
2629.947,0.03280122,
2629.465,0.03287818,
2628.982,0.03298199,
2628.500,0.03309388,
2628.018,0.03319327,
2627.536,0.03326368,
2627.054,0.03329586,
2626.572,0.03329256,
2626.090,0.03326572,
2625.608,0.03323491,
2625.125,0.03321979,
2624.643,0.03323464,
2624.161,0.03328555,
2623.679,0.03336886,
2623.197,0.0334731,
2622.715,0.03358054,
2622.233,0.03367283,
2621.751,0.03373283,
2621.269,0.03374686,
2620.786,0.03370826,
2620.304,0.0336182,
2619.822,0.03348663,
2619.340,0.03332968,
2618.858,0.03316682,
2618.376,0.03301561,
2617.894,0.03288544,
2617.412,0.03277527,
2616.930,0.03267434,
2616.447,0.03256825,
2615.965,0.03244532,
2615.483,0.03230457,
2615.001,0.03215766,
2614.519,0.03202713,
2614.037,0.03193895,
2613.555,0.03191097,
2613.073,0.03194779,
2612.590,0.03203774,
2612.108,0.03215802,
2611.626,0.03228138,
2611.144,0.03238599,
2610.662,0.03246144,
2610.180,0.0325076,
2609.698,0.03253039,
2609.216,0.03253565,
2608.734,0.03252475,
2608.251,0.032494,
2607.769,0.03243834,
2607.287,0.03235663,
2606.805,0.03225555,
2606.323,0.03214995,
2605.841,0.03205881,
2605.359,0.03199815,
2604.877,0.03197603,
2604.394,0.03198894,
2603.912,0.03202503,
2603.430,0.03206803,
2602.948,0.03210347,
2602.466,0.03212375,
2601.984,0.03212852,
2601.502,0.03212392,
2601.020,0.03211815,
2600.538,0.03212042,
2600.055,0.03213784,
2599.573,0.03217509,
2599.091,0.03223402,
2598.609,0.03231389,
2598.127,0.03240968,
2597.645,0.03251206,
2597.163,0.03260835,
2596.681,0.03268523,
2596.198,0.03273138,
2595.716,0.03274069,
2595.234,0.03271334,
2594.752,0.03265388,
2594.270,0.03256788,
2593.788,0.03245926,
2593.306,0.03232924,
2592.824,0.03217846,
2592.342,0.03201086,
2591.859,0.03183724,
2591.377,0.0316752,
2590.895,0.03154534,
2590.413,0.03146519,
2589.931,0.03144101,
2589.449,0.0314648,
2588.967,0.03151607,
2588.485,0.03157036,
2588.003,0.03160647,
2587.520,0.03161447,
2587.038,0.03159724,
2586.556,0.03156631,
2586.074,0.03153325,
2585.592,0.03150284,
2585.110,0.03146978,
2584.628,0.03142256,
2584.146,0.03135176,
2583.663,0.03125741,
2583.181,0.03115483,
2582.699,0.03106971,
2582.217,0.03103359,
2581.735,0.03107026,
2581.253,0.03118734,
2580.771,0.03137418,
2580.289,0.03160411,
2579.807,0.03184482,
2579.324,0.03206367,
2578.842,0.03223818,
2578.360,0.03235754,
2577.878,0.03242139,
2577.396,0.03243705,
2576.914,0.03241667,
2576.432,0.03237533,
2575.950,0.03232858,
2575.467,0.03229097,
2574.985,0.03227371,
2574.503,0.03228086,
2574.021,0.03230711,
2573.539,0.03233892,
2573.057,0.03235965,
2572.575,0.03235509,
2572.093,0.03232039,
2571.611,0.03226289,
2571.128,0.03220004,
2570.646,0.03215289,
2570.164,0.03213651,
2569.682,0.03215487,
2569.200,0.03219895,
2568.718,0.03225158,
2568.236,0.03229347,
2567.754,0.03231143,
2567.271,0.03230232,
2566.789,0.03227107,
2566.307,0.03222632,
2565.825,0.03217383,
2565.343,0.03211356,
2564.861,0.03204021,
2564.379,0.0319473,
2563.897,0.03183265,
2563.415,0.0317022,
2562.932,0.03156862,
2562.450,0.03144925,
2561.968,0.03135905,
2561.486,0.03130588,
2561.004,0.03128927,
2560.522,0.03130132,
2560.040,0.03133009,
2559.558,0.03136307,
2559.076,0.03139098,
2558.593,0.03140824,
2558.111,0.03141355,
2557.629,0.03141009,
2557.147,0.03140607,
2556.665,0.03141453,
2556.183,0.03145047,
2555.701,0.03152833,
2555.219,0.0316548,
2554.736,0.03182449,
2554.254,0.03201618,
2553.772,0.03219595,
2553.290,0.03232751,
2552.808,0.03237911,
2552.326,0.03233653,
2551.844,0.03220776,
2551.362,0.0320223,
2550.880,0.03182254,
2550.397,0.03164985,
2549.915,0.03153788,
2549.433,0.03150193,
2548.951,0.03153905,
2548.469,0.03163107,
2547.987,0.03175272,
2547.505,0.03187732,
2547.023,0.03198128,
2546.540,0.03204728,
2546.058,0.03206572,
2545.576,0.03203295,
2545.094,0.03195242,
2544.612,0.03183317,
2544.130,0.03169027,
2543.648,0.03154068,
2543.166,0.03140265,
2542.684,0.03129335,
2542.201,0.03122619,
2541.719,0.0312126,
2541.237,0.03126211,
2540.755,0.03138127,
2540.273,0.03157307,
2539.791,0.03183196,
2539.309,0.03214273,
2538.827,0.03247652,
2538.344,0.03279478,
2537.862,0.03305906,
2537.380,0.03323471,
2536.898,0.03330321,
2536.416,0.03326441,
2535.934,0.03313584,
2535.452,0.03294508,
2534.970,0.03271911,
2534.488,0.03248081,
2534.005,0.03224336,
2533.523,0.03201332,
2533.041,0.03179676,
2532.559,0.03160222,
2532.077,0.0314425,
2531.595,0.03133149,
2531.113,0.03127778,
2530.631,0.03127971,
2530.148,0.03132353,
2529.666,0.03138814,
2529.184,0.03145121,
2528.702,0.03149587,
2528.220,0.03151715,
2527.738,0.03152031,
2527.256,0.03151685,
2526.774,0.03151728,
2526.292,0.03152694,
2525.809,0.0315439,
2525.327,0.03156149,
2524.845,0.03157177,
2524.363,0.03156964,
2523.881,0.03155355,
2523.399,0.03152402,
2522.917,0.03148167,
2522.435,0.03142512,
2521.953,0.03135227,
2521.470,0.03126344,
2520.988,0.03116434,
2520.506,0.03106805,
2520.024,0.0309923,
2519.542,0.03095374,
2519.060,0.03096333,
2518.578,0.0310217,
2518.096,0.03111908,
2517.613,0.03123968,
2517.131,0.03136788,
2516.649,0.03149407,
2516.167,0.03161527,
2515.685,0.03173325,
2515.203,0.03184857,
2514.721,0.03195594,
2514.239,0.03204263,
2513.757,0.03208999,
2513.274,0.03208011,
2512.792,0.03200277,
2512.310,0.0318592,
2511.828,0.03166318,
2511.346,0.03143535,
2510.864,0.03119964,
2510.382,0.03097738,
2509.900,0.03078354,
2509.417,0.03062942,
2508.935,0.03052399,
2508.453,0.03047489,
2507.971,0.03048982,
2507.489,0.03057348,
2507.007,0.03072423,
2506.525,0.03093214,
2506.043,0.0311784,
2505.561,0.03144108,
2505.078,0.03169594,
2504.596,0.03192357,
2504.114,0.0321121,
2503.632,0.03225414,
2503.150,0.03234588,
2502.668,0.03238427,
2502.186,0.03236479,
2501.704,0.03228469,
2501.221,0.03214563,
2500.739,0.03195897,
2500.257,0.03174598,
2499.775,0.03153717,
2499.293,0.03136786,
2498.811,0.03126715,
2498.329,0.03125225,
2497.847,0.03132166,
2497.365,0.03145526,
2496.882,0.03161776,
2496.400,0.03176657,
2495.918,0.03186627,
2495.436,0.03189475,
2494.954,0.03185103,
2494.472,0.03175328,
2493.990,0.03163536,
2493.508,0.03153469,
2493.026,0.03147872,
2492.543,0.0314786,
2492.061,0.03152296,
2491.579,0.03158429,
2491.097,0.03162466,
2490.615,0.03161025,
2490.133,0.03152243,
2489.651,0.03136148,
2489.169,0.03114709,
2488.686,0.03090882,
2488.204,0.03067989,
2487.722,0.03048653,
2487.240,0.03034337,
2486.758,0.03025515,
2486.276,0.03021885,
2485.794,0.03022804,
2485.312,0.03027443,
2484.830,0.03034871,
2484.347,0.03043864,
2483.865,0.03052825,
2483.383,0.03060145,
2482.901,0.03064575,
2482.419,0.03065826,
2481.937,0.03064918,
2481.455,0.03064044,
2480.973,0.03066113,
2480.490,0.03073501,
2480.008,0.03087426,
2479.526,0.03107434,
2479.044,0.03131629,
2478.562,0.03157225,
2478.080,0.03181461,
2477.598,0.03202371,
2477.116,0.03218807,
2476.634,0.03230136,
2476.151,0.0323577,
2475.669,0.03234775,
2475.187,0.03225866,
2474.705,0.0320818,
2474.223,0.03181976,
2473.741,0.03149284,
2473.259,0.03113738,
2472.777,0.03080256,
2472.294,0.03053591,
2471.812,0.03037046,
2471.330,0.03031991,
2470.848,0.03037508,
2470.366,0.03051171,
2469.884,0.0306968,
2469.402,0.03090067,
2468.920,0.03110039,
2468.438,0.03127848,
2467.955,0.03142221,
2467.473,0.0315198,
2466.991,0.03156103,
2466.509,0.03154146,
2466.027,0.03146601,
2465.545,0.03135324,
2465.063,0.03123097,
2464.581,0.03113144,
2464.099,0.03108114,
2463.616,0.03109088,
2463.134,0.03115254,
2462.652,0.03124096,
2462.170,0.03132429,
2461.688,0.03137043,
2461.206,0.03135872,
2460.724,0.03128351,
2460.242,0.03115244,
2459.759,0.03098308,
2459.277,0.03079564,
2458.795,0.03061116,
2458.313,0.03044889,
2457.831,0.03032488,
2457.349,0.03025441,
2456.867,0.03024857,
2456.385,0.03031184,
2455.903,0.03043884,
2455.420,0.0306129,
2454.938,0.03080803,
2454.456,0.03099275,
2453.974,0.03113928,
2453.492,0.03123,
2453.010,0.03126106,
2452.528,0.03124275,
2452.046,0.03119515,
2451.563,0.03114307,
2451.081,0.03110657,
2450.599,0.03109808,
2450.117,0.03111953,
2449.635,0.03116279,
2449.153,0.031213,
2448.671,0.03125199,
2448.189,0.03126447,
2447.707,0.03124033,
2447.224,0.0311778,
2446.742,0.03108358,
2446.260,0.03097119,
2445.778,0.03085703,
2445.296,0.03075448,
2444.814,0.03067128,
2444.332,0.03060773,
2443.850,0.03055844,
2443.367,0.03051588,
2442.885,0.03047661,
2442.403,0.03044304,
2441.921,0.03042495,
2441.439,0.03043464,
2440.957,0.03048142,
2440.475,0.03056713,
2439.993,0.03068347,
2439.511,0.03081537,
2439.028,0.03094438,
2438.546,0.0310573,
2438.064,0.03114864,
2437.582,0.03122106,
2437.100,0.03128064,
2436.618,0.03133152,
2436.136,0.03137118,
2435.654,0.03138965,
2435.172,0.03137286,
2434.689,0.03130857,
2434.207,0.03119411,
2433.725,0.03103874,
2433.243,0.03086431,
2432.761,0.0306979,
2432.279,0.03056728,
2431.797,0.03049384,
2431.315,0.03048682,
2430.832,0.03054415,
2430.350,0.03065327,
2429.868,0.03079526,
2429.386,0.03094563,
2428.904,0.03107762,
2428.422,0.03116647,
2427.940,0.03118936,
2427.458,0.03113171,
2426.976,0.03099063,
2426.493,0.03077697,
2426.011,0.03051475,
2425.529,0.03023661,
2425.047,0.02998048,
2424.565,0.02977974,
2424.083,0.02965785,
2423.601,0.02962698,
2423.119,0.0296859,
2422.636,0.02982322,
2422.154,0.03001904,
2421.672,0.03024918,
2421.190,0.03048681,
2420.708,0.0307039,
2420.226,0.03087686,
2419.744,0.03098899,
2419.262,0.03103415,
2418.780,0.03101811,
2418.297,0.0309571,
2417.815,0.03087321,
2417.333,0.03078583,
2416.851,0.03070785,
2416.369,0.03064156,
2415.887,0.03058095,
2415.405,0.03051626,
2414.923,0.03044091,
2414.440,0.03035558,
2413.958,0.03026938,
2413.476,0.03019601,
2412.994,0.03014728,
2412.512,0.03012996,
2412.030,0.03014256,
2411.548,0.03017832,
2411.066,0.03022993,
2410.584,0.03029337,
2410.101,0.03036943,
2409.619,0.03046022,
2409.137,0.03056416,
2408.655,0.03067188,
2408.173,0.03076442,
2407.691,0.03081974,
2407.209,0.03082103,
2406.727,0.03076663,
2406.245,0.03067384,
2405.762,0.0305771,
2405.280,0.03051884,
2404.798,0.03053153,
2404.316,0.03062725,
2403.834,0.0307902,
2403.352,0.03098368,
2402.870,0.03115889,
2402.388,0.03127183,
2401.905,0.03129939,
2401.423,0.03124328,
2400.941,0.03112878,
2400.459,0.03099149,
2399.977,0.03086836,
2399.495,0.03078571,
2399.013,0.03075036,
2398.531,0.0307569,
2398.049,0.03079275,
2397.566,0.03084596,
2397.084,0.03090717,
2396.602,0.03097012,
2396.120,0.03102856,
2395.638,0.03107246,
2395.156,0.03108883,
2394.674,0.0310643,
2394.192,0.03099093,
2393.709,0.03087091,
2393.227,0.03071831,
2392.745,0.03055696,
2392.263,0.03041258,
2391.781,0.03030634,
2391.299,0.03024988,
2390.817,0.03024329,
2390.335,0.03027798,
2389.853,0.03034098,
2389.370,0.0304212,
2388.888,0.03051073,
2388.406,0.03060489,
2387.924,0.03069976,
2387.442,0.03078828,
2386.960,0.03085846,
2386.478,0.03089594,
2385.996,0.03088584,
2385.513,0.0308188,
2385.031,0.0306957,
2384.549,0.03052821,
2384.067,0.03033867,
2383.585,0.03015278,
2383.103,0.02999762,
2382.621,0.02989359,
2382.139,0.02985106,
2381.657,0.02987011,
2381.174,0.02994072,
2380.692,0.03004643,
2380.210,0.03016695,
2379.728,0.03028211,
2379.246,0.03037473,
2378.764,0.03043069,
2378.282,0.03044173,
2377.800,0.03040531,
2377.318,0.03032448,
2376.835,0.03020721,
2376.353,0.03006565,
2375.871,0.0299145,
2375.389,0.02976984,
2374.907,0.02964964,
2374.425,0.02957214,
2373.943,0.02955411,
2373.461,0.02960938,
2372.978,0.02974338,
2372.496,0.02994915,
2372.014,0.03020208,
2371.532,0.0304584,
2371.050,0.03066614,
2370.568,0.03077321,
2370.086,0.03074762,
2369.604,0.03059108,
2369.122,0.0303451,
2368.639,0.03008288,
2368.157,0.02988187,
2367.675,0.02980659,
2367.193,0.02988043,
2366.711,0.03008172,
2366.229,0.03035317,
2365.747,0.03063019,
2365.265,0.0308678,
2364.782,0.03104826,
2364.300,0.03118382,
2363.818,0.03129819,
2363.336,0.03140388,
2362.854,0.0314893,
2362.372,0.03153259,
2361.890,0.03152549,
2361.408,0.03148166,
2360.926,0.03142919,
2360.443,0.03139203,
2359.961,0.03136554,
2359.479,0.03130461,
2358.997,0.0311641,
2358.515,0.03096197,
2358.033,0.03080099,
2357.551,0.03079973,
2357.069,0.03101158,
2356.586,0.031394,
2356.104,0.03183534,
2355.622,0.03222329,
2355.140,0.03248845,
2354.658,0.03261915,
2354.176,0.0326478,
2353.694,0.03261831,
2353.212,0.03256669,
2352.730,0.032509,
2352.247,0.03244954,
2351.765,0.0323902,
2351.283,0.03233696,
2350.801,0.03230175,
2350.319,0.03229637,
2349.837,0.03232554,
2349.355,0.03238329,
2348.873,0.03245547,
2348.391,0.0325244,
2347.908,0.03257773,
2347.426,0.03261212,
2346.944,0.03263381,
2346.462,0.03265573,
2345.980,0.03268963,
2345.498,0.03273553,
2345.016,0.03277034,
2344.534,0.03275629,
2344.051,0.03266335,
2343.569,0.03249696,
2343.087,0.0323004,
2342.605,0.03212858,
2342.123,0.03201447,
2341.641,0.03195208,
2341.159,0.0319097,
2340.677,0.03185783,
2340.195,0.03179109,
2339.712,0.03173328,
2339.230,0.03172205,
2338.748,0.03178883,
2338.266,0.03194214,
2337.784,0.03216071,
2337.302,0.03240157,
2336.820,0.0326101,
2336.338,0.03274231,
2335.855,0.03277975,
2335.373,0.03273375,
2334.891,0.03263619,
2334.409,0.03252172,
2333.927,0.03241581,
2333.445,0.03232653,
2332.963,0.03224789,
2332.481,0.03216886,
2331.999,0.03208438,
2331.516,0.03199935,
2331.034,0.03192942,
2330.552,0.03189133,
2330.070,0.03189538,
2329.588,0.0319382,
2329.106,0.03200176,
2328.624,0.03205787,
2328.142,0.03207364,
2327.659,0.03202347,
2327.177,0.03189174,
2326.695,0.03167544,
2326.213,0.03138513,
2325.731,0.03104481,
2325.249,0.03069213,
2324.767,0.03037096,
2324.285,0.03012863,
2323.803,0.03000358,
2323.320,0.03001148,
2322.838,0.03013704,
