,*Thu Aug 31 11:39:07 2023_5.7_5,
Wavenumbers [1/cm],Absorbance,
3445.206,0.03360507,
3444.724,0.03339624,
3444.242,0.0332012,
3443.760,0.03298195,
3443.278,0.03272853,
3442.795,0.03246925,
3442.313,0.03225704,
3441.831,0.03215184,
3441.349,0.03218684,
3440.867,0.03235215,
3440.385,0.03259227,
3439.903,0.03282817,
3439.421,0.03298086,
3438.938,0.03299676,
3438.456,0.03286469,
3437.974,0.03261361,
3437.492,0.03229949,
3437.010,0.03197844,
3436.528,0.03169006,
3436.046,0.03144629,
3435.564,0.03123499,
3435.082,0.03103581,
3434.599,0.03083973,
3434.117,0.03066202,
3433.635,0.03054467,
3433.153,0.03054476,
3432.671,0.03070972,
3432.189,0.03106246,
3431.707,0.03158376,
3431.225,0.03221808,
3430.742,0.03287964,
3430.260,0.03348033,
3429.778,0.03395195,
3429.296,0.03425271,
3428.814,0.03437391,
3428.332,0.03433064,
3427.850,0.03415107,
3427.368,0.03386625,
3426.886,0.03350581,
3426.403,0.03310177,
3425.921,0.03268898,
3425.439,0.03230964,
3424.957,0.03201323,
3424.475,0.03184506,
3423.993,0.03183861,
3423.511,0.03200393,
3423.029,0.03232216,
3422.547,0.03274518,
3422.064,0.03320153,
3421.582,0.03361645,
3421.100,0.0339217,
3420.618,0.03407033,
3420.136,0.03404732,
3419.654,0.03386728,
3419.172,0.03356843,
3418.690,0.03319854,
3418.207,0.03280853,
3417.725,0.03244511,
3417.243,0.03214464,
3416.761,0.03193816,
3416.279,0.03184596,
3415.797,0.03187541,
3415.315,0.03201871,
3414.833,0.03225157,
3414.351,0.03254026,
3413.868,0.03284591,
3413.386,0.03313815,
3412.904,0.03340194,
3412.422,0.03363852,
3411.940,0.03386128,
3411.458,0.03408384,
3410.976,0.03430923,
3410.494,0.03452148,
3410.011,0.03468705,
3409.529,0.03477335,
3409.047,0.03472794,
3408.565,0.03453656,
3408.083,0.03422148,
3407.601,0.03383716,
3407.119,0.03345991,
3406.637,0.03316732,
3406.155,0.03301115,
3405.672,0.03300932,
3405.190,0.03313936,
3404.708,0.03335036,
3404.226,0.03357442,
3403.744,0.03374651,
3403.262,0.03382611,
3402.780,0.03380239,
3402.298,0.03370043,
3401.815,0.03356958,
3401.333,0.03347623,
3400.851,0.03348163,
3400.369,0.03362211,
3399.887,0.03390295,
3399.405,0.03429176,
3398.923,0.03472999,
3398.441,0.03514325,
3397.959,0.0354653,
3397.476,0.03565485,
3396.994,0.03569993,
3396.512,0.03562001,
3396.030,0.03545186,
3395.548,0.03523393,
3395.066,0.03499019,
3394.584,0.03472641,
3394.102,0.03443724,
3393.620,0.03411691,
3393.137,0.03377182,
3392.655,0.03342616,
3392.173,0.03311655,
3391.691,0.03287911,
3391.209,0.03273712,
3390.727,0.03269064,
3390.245,0.03271865,
3389.763,0.03278666,
3389.280,0.03285999,
3388.798,0.03290977,
3388.316,0.03291579,
3387.834,0.03286586,
3387.352,0.0327503,
3386.870,0.03256385,
3386.388,0.03230978,
3385.906,0.03200794,
3385.424,0.03169966,
3384.941,0.03144067,
3384.459,0.03129373,
3383.977,0.03130419,
3383.495,0.03148205,
3383.013,0.03179359,
3382.531,0.03216849,
3382.049,0.03252237,
3381.567,0.03277655,
3381.084,0.03288579,
3380.602,0.03284713,
3380.120,0.03269801,
3379.638,0.03249975,
3379.156,0.03231836,
3378.674,0.03221098,
3378.192,0.03221043,
3377.710,0.03232728,
3377.228,0.03255191,
3376.745,0.03286226,
3376.263,0.03322628,
3375.781,0.03360445,
3375.299,0.03395664,
3374.817,0.03424441,
3374.335,0.03443835,
3373.853,0.03452723,
3373.371,0.03451989,
3372.888,0.03444338,
3372.406,0.03433089,
3371.924,0.03421165,
3371.442,0.03409778,
3370.960,0.03398131,
3370.478,0.03384089,
3369.996,0.0336546,
3369.514,0.03341508,
3369.032,0.03313966,
3368.549,0.03286858,
3368.067,0.03265114,
3367.585,0.03253409,
3367.103,0.03254063,
3366.621,0.03266311,
3366.139,0.03286378,
3365.657,0.0330892,
3365.175,0.03328864,
3364.693,0.03342506,
3364.210,0.03348805,
3363.728,0.03348957,
3363.246,0.03345473,
3362.764,0.03340799,
3362.282,0.03336381,
3361.800,0.0333197,
3361.318,0.03325976,
3360.836,0.03315901,
3360.353,0.03299451,
3359.871,0.03275627,
3359.389,0.03245373,
3358.907,0.03211954,
3358.425,0.03180131,
3357.943,0.03155769,
3357.461,0.03144431,
3356.979,0.03149627,
3356.497,0.0317232,
3356.014,0.03210001,
3355.532,0.03257636,
3355.050,0.03308127,
3354.568,0.03354308,
3354.086,0.03390791,
3353.604,0.03414328,
3353.122,0.034246,
3352.640,0.03423576,
3352.157,0.03414751,
3351.675,0.03402044,
3351.193,0.03388875,
3350.711,0.03377983,
3350.229,0.03370805,
3349.747,0.03367551,
3349.265,0.03367243,
3348.783,0.03368139,
3348.301,0.03368276,
3347.818,0.0336607,
3347.336,0.03361185,
3346.854,0.0335485,
3346.372,0.03349717,
3345.890,0.03348955,
3345.408,0.03355163,
3344.926,0.03369105,
3344.444,0.03389111,
3343.961,0.03411174,
3343.479,0.03429946,
3342.997,0.03440754,
3342.515,0.03440676,
3342.033,0.03429785,
3341.551,0.03410884,
3341.069,0.03388736,
3340.587,0.03368521,
3340.105,0.03354141,
3339.622,0.03347862,
3339.140,0.03349872,
3338.658,0.03358959,
3338.176,0.03373156,
3337.694,0.03390294,
3337.212,0.03408261,
3336.730,0.0342481,
3336.248,0.03437417,
3335.766,0.0344357,
3335.283,0.0344088,
3334.801,0.03428004,
3334.319,0.03405095,
3333.837,0.03373997,
3333.355,0.03337831,
3332.873,0.03300305,
3332.391,0.03265097,
3331.909,0.03234885,
3331.426,0.03211281,
3330.944,0.03194852,
3330.462,0.03185339,
3329.980,0.03181944,
3329.498,0.0318348,
3329.016,0.0318866,
3328.534,0.0319586,
3328.052,0.03203373,
3327.570,0.03209656,
3327.087,0.03213586,
3326.605,0.03214837,
3326.123,0.03214094,
3325.641,0.03212983,
3325.159,0.03213809,
3324.677,0.0321868,
3324.195,0.03229326,
3323.713,0.03246373,
3323.230,0.03269169,
3322.748,0.03295774,
3322.266,0.0332337,
3321.784,0.03349027,
3321.302,0.03370092,
3320.820,0.03385032,
3320.338,0.0339365,
3319.856,0.03397071,
3319.374,0.03397155,
3318.891,0.03395801,
3318.409,0.03394203,
3317.927,0.03392319,
3317.445,0.03388993,
3316.963,0.03382485,
3316.481,0.03371495,
3315.999,0.03355939,
3315.517,0.03337419,
3315.034,0.03318705,
3314.552,0.03303121,
3314.070,0.03293449,
3313.588,0.03290904,
3313.106,0.03294956,
3312.624,0.0330359,
3312.142,0.03314415,
3311.660,0.03325221,
3311.178,0.03334618,
3310.695,0.03342208,
3310.213,0.03347983,
3309.731,0.03352032,
3309.249,0.03354375,
3308.767,0.03355311,
3308.285,0.03355851,
3307.803,0.03357964,
3307.321,0.03364372,
3306.839,0.03377351,
3306.356,0.03397475,
3305.874,0.0342249,
3305.392,0.03447248,
3304.910,0.03464967,
3304.428,0.03468768,
3303.946,0.03454578,
3303.464,0.0342268,
3302.982,0.03378278,
3302.499,0.03330013,
3302.017,0.03287384,
3301.535,0.03258343,
3301.053,0.03246467,
3300.571,0.032506,
3300.089,0.03265381,
3299.607,0.03283887,
3299.125,0.032996,
3298.643,0.03308443,
3298.160,0.03309945,
3297.678,0.03306756,
3297.196,0.0330347,
3296.714,0.0330454,
3296.232,0.03313067,
3295.750,0.03329564,
3295.268,0.03351974,
3294.786,0.03376109,
3294.303,0.03396744,
3293.821,0.03409268,
3293.339,0.0341044,
3292.857,0.03399578,
3292.375,0.03378853,
3291.893,0.03353059,
3291.411,0.03328392,
3290.929,0.03310572,
3290.447,0.03303835,
3289.964,0.03309365,
3289.482,0.03325463,
3289.000,0.03348028,
3288.518,0.03372178,
3288.036,0.03393801,
3287.554,0.03410279,
3287.072,0.03421215,
3286.590,0.03427959,
3286.107,0.0343277,
3285.625,0.03437612,
3285.143,0.03443678,
3284.661,0.03451131,
3284.179,0.03459356,
3283.697,0.03467358,
3283.215,0.03474211,
3282.733,0.03479273,
3282.251,0.03482125,
3281.768,0.03482346,
3281.286,0.03479476,
3280.804,0.03472932,
3280.322,0.03462258,
3279.840,0.03447339,
3279.358,0.03428414,
3278.876,0.03406236,
3278.394,0.03381682,
3277.911,0.03355872,
3277.429,0.0332991,
3276.947,0.03304908,
3276.465,0.03282085,
3275.983,0.03262739,
3275.501,0.03248093,
3275.019,0.03239217,
3274.537,0.03236656,
3274.055,0.03240242,
3273.572,0.03249094,
3273.090,0.03261817,
3272.608,0.03276924,
3272.126,0.03292939,
3271.644,0.03308915,
3271.162,0.0332428,
3270.680,0.03338893,
3270.198,0.03352633,
3269.716,0.03365462,
3269.233,0.03377222,
3268.751,0.03387581,
3268.269,0.03395965,
3267.787,0.03401559,
3267.305,0.03403401,
3266.823,0.03400384,
3266.341,0.03391614,
3265.859,0.03376825,
3265.376,0.03356672,
3264.894,0.03333067,
3264.412,0.0330881,
3263.930,0.0328746,
3263.448,0.0327243,
3262.966,0.03266019,
3262.484,0.03269175,
3262.002,0.03280934,
3261.520,0.03298867,
3261.037,0.03319214,
3260.555,0.03337898,
3260.073,0.03351407,
3259.591,0.03357099,
3259.109,0.033539,
3258.627,0.03342271,
3258.145,0.03323924,
3257.663,0.03301214,
3257.180,0.03276465,
3256.698,0.03251541,
3256.216,0.03227577,
3255.734,0.03205183,
3255.252,0.03185249,
3254.770,0.03169318,
3254.288,0.03160094,
3253.806,0.03161044,
3253.324,0.03175089,
3252.841,0.03203293,
3252.359,0.03243444,
3251.877,0.03290144,
3251.395,0.03335332,
3250.913,0.03370344,
3250.431,0.03388939,
3249.949,0.0338874,
3249.467,0.03372513,
3248.984,0.03346846,
3248.502,0.03320467,
3248.020,0.03301016,
3247.538,0.0329231,
3247.056,0.03293838,
3246.574,0.03301223,
3246.092,0.03308602,
3245.610,0.03310585,
3245.128,0.03304601,
3244.645,0.03291333,
3244.163,0.03273883,
3243.681,0.03256147,
3243.199,0.03241076,
3242.717,0.03230016,
3242.235,0.03222928,
3241.753,0.03219418,
3241.271,0.03219616,
3240.789,0.03224525,
3240.306,0.03235335,
3239.824,0.03252366,
3239.342,0.03274028,
3238.860,0.03296617,
3238.378,0.0331499,
3237.896,0.03324655,
3237.414,0.0332313,
3236.932,0.0331122,
3236.449,0.03292703,
3235.967,0.03273357,
3235.485,0.03258987,
3235.003,0.03253429,
3234.521,0.03257981,
3234.039,0.03271334,
3233.557,0.03290482,
3233.075,0.03311861,
3232.593,0.03332117,
3232.110,0.03348788,
3231.628,0.03360008,
3231.146,0.03364574,
3230.664,0.03362014,
3230.182,0.03352811,
3229.700,0.03338789,
3229.218,0.03322894,
3228.736,0.03308948,
3228.253,0.033004,
3227.771,0.03299192,
3227.289,0.03305142,
3226.807,0.03315911,
3226.325,0.03328062,
3225.843,0.03338081,
3225.361,0.03344006,
3224.879,0.03345855,
3224.397,0.03345485,
3223.914,0.03345538,
3223.432,0.0334829,
3222.950,0.03354868,
3222.468,0.03364819,
3221.986,0.0337647,
3221.504,0.03387577,
3221.022,0.03396201,
3220.540,0.03401047,
3220.057,0.03401644,
3219.575,0.03398149,
3219.093,0.03391299,
3218.611,0.03382203,
3218.129,0.0337226,
3217.647,0.03363268,
3217.165,0.03356905,
3216.683,0.03354264,
3216.201,0.03355571,
3215.718,0.03359769,
3215.236,0.03364921,
3214.754,0.0336869,
3214.272,0.03369341,
3213.790,0.03366593,
3213.308,0.03361685,
3212.826,0.03356893,
3212.344,0.03354325,
3211.862,0.03354972,
3211.379,0.03357934,
3210.897,0.03360743,
3210.415,0.03360208,
3209.933,0.0335384,
3209.451,0.03340965,
3208.969,0.03323086,
3208.487,0.03303451,
3208.005,0.03285889,
3207.522,0.03273694,
3207.040,0.03268503,
3206.558,0.03270309,
3206.076,0.03277977,
3205.594,0.03289991,
3205.112,0.03305084,
3204.630,0.03322482,
3204.148,0.03341658,
3203.666,0.03361908,
3203.183,0.03381898,
3202.701,0.03399771,
3202.219,0.03413333,
3201.737,0.03420812,
3201.255,0.03421457,
3200.773,0.03415909,
3200.291,0.03406086,
3199.809,0.03394631,
3199.326,0.03384446,
3198.844,0.03377764,
3198.362,0.03375629,
3197.880,0.03377686,
3197.398,0.03382182,
3196.916,0.03386479,
3196.434,0.03387358,
3195.952,0.03382149,
3195.470,0.03369361,
3194.987,0.0334917,
3194.505,0.03323541,
3194.023,0.03295864,
3193.541,0.03270448,
3193.059,0.03251026,
3192.577,0.03239958,
3192.095,0.03237465,
3191.613,0.0324154,
3191.130,0.03248469,
3190.648,0.03253836,
3190.166,0.03254216,
3189.684,0.03247819,
3189.202,0.03235219,
3188.720,0.03218851,
3188.238,0.03202556,
3187.756,0.03190325,
3187.274,0.03185041,
3186.791,0.03188179,
3186.309,0.03199279,
3185.827,0.03216363,
3185.345,0.03236279,
3184.863,0.03255631,
3184.381,0.0327181,
3183.899,0.03283306,
3183.417,0.03290312,
3182.935,0.03294439,
3182.452,0.03298257,
3181.970,0.03304338,
3181.488,0.03314354,
3181.006,0.03328593,
3180.524,0.03345725,
3180.042,0.03363264,
3179.560,0.03378104,
3179.078,0.03387733,
3178.595,0.0339078,
3178.113,0.03387269,
3177.631,0.0337843,
3177.149,0.03365976,
3176.667,0.03351434,
3176.185,0.03335617,
3175.703,0.03318788,
3175.221,0.03301137,
3174.739,0.03283365,
3174.256,0.0326732,
3173.774,0.03255833,
3173.292,0.03251916,
3172.810,0.03257974,
3172.328,0.03274648,
3171.846,0.03300395,
3171.364,0.0333145,
3170.882,0.03362722,
3170.399,0.03389317,
3169.917,0.03407183,
3169.435,0.03414224,
3168.953,0.03410418,
3168.471,0.0339751,
3167.989,0.03378269,
3167.507,0.03355574,
3167.025,0.03332156,
3166.543,0.03310056,
3166.060,0.03290625,
3165.578,0.03274789,
3165.096,0.03263012,
3164.614,0.03255446,
3164.132,0.03251954,
3163.650,0.03252152,
3163.168,0.03255539,
3162.686,0.03261627,
3162.203,0.03270087,
3161.721,0.03280811,
3161.239,0.0329381,
3160.757,0.03309062,
3160.275,0.0332622,
3159.793,0.03344379,
3159.311,0.0336218,
3158.829,0.03377884,
3158.347,0.03389689,
3157.864,0.03396327,
3157.382,0.0339729,
3156.900,0.03393095,
3156.418,0.03385117,
3155.936,0.0337544,
3155.454,0.03366323,
3154.972,0.03359673,
3154.490,0.03356875,
3154.008,0.03358528,
3153.525,0.03364554,
3153.043,0.03374335,
3152.561,0.03386966,
3152.079,0.03401449,
3151.597,0.03416792,
3151.115,0.0343196,
3150.633,0.03445924,
3150.151,0.03457535,
3149.668,0.03465714,
3149.186,0.0346963,
3148.704,0.03468817,
3148.222,0.03463373,
3147.740,0.03453945,
3147.258,0.03441527,
3146.776,0.03427133,
3146.294,0.03411539,
3145.812,0.03395117,
3145.329,0.0337786,
3144.847,0.03359571,
3144.365,0.03340366,
3143.883,0.0332081,
3143.401,0.03302256,
3142.919,0.03286688,
3142.437,0.03276189,
3141.955,0.03272463,
3141.472,0.03276163,
3140.990,0.03286573,
3140.508,0.03301457,
3140.026,0.03317445,
3139.544,0.03330946,
3139.062,0.03338746,
3138.580,0.03339056,
3138.098,0.03332052,
3137.616,0.03320088,
3137.133,0.03307246,
3136.651,0.03298054,
3136.169,0.03296732,
3135.687,0.03305598,
3135.205,0.03324258,
3134.723,0.03349428,
3134.241,0.03375696,
3133.759,0.03397082,
3133.276,0.03408325,
3132.794,0.03407188,
3132.312,0.03394915,
3131.830,0.03376192,
3131.348,0.03357271,
3130.866,0.03344058,
3130.384,0.03340232,
3129.902,0.03345882,
3129.420,0.03357832,
3128.937,0.03370717,
3128.455,0.03379286,
3127.973,0.03379875,
3127.491,0.0337186,
3127.009,0.03357629,
3126.527,0.03341723,
3126.045,0.03329131,
3125.563,0.03323251,
3125.081,0.03325025,
3124.598,0.03332689,
3124.116,0.03342815,
3123.634,0.033514,
3123.152,0.03355527,
3122.670,0.03354305,
3122.188,0.03348833,
3121.706,0.03341702,
3121.224,0.03335689,
3120.741,0.03332776,
3120.259,0.03333332,
3119.777,0.03336009,
3119.295,0.03338328,
3118.813,0.03337643,
3118.331,0.03332162,
3117.849,0.03321571,
3117.367,0.03307392,
3116.885,0.03292641,
3116.402,0.03281198,
3115.920,0.03276537,
3115.438,0.03280846,
3114.956,0.03294361,
3114.474,0.03315183,
3113.992,0.03339731,
3113.510,0.03363555,
3113.028,0.03382849,
3112.545,0.03395193,
3112.063,0.03400099,
3111.581,0.03398972,
3111.099,0.03394539,
3110.617,0.03389737,
3110.135,0.0338659,
3109.653,0.03385722,
3109.171,0.03386033,
3108.689,0.03385445,
3108.206,0.03381655,
3107.724,0.03373243,
3107.242,0.03360339,
3106.760,0.03344795,
3106.278,0.03329605,
3105.796,0.03317816,
3105.314,0.03311655,
3104.832,0.03311535,
3104.349,0.03316,
3103.867,0.03321965,
3103.385,0.03325829,
3102.903,0.03324635,
3102.421,0.03317039,
3101.939,0.03304001,
3101.457,0.03288711,
3100.975,0.03275959,
3100.493,0.03270609,
3100.010,0.03276337,
3099.528,0.03294495,
3099.046,0.03323493,
3098.564,0.03359173,
3098.082,0.03395528,
3097.600,0.03426516,
3097.118,0.03446889,
3096.636,0.03453469,
3096.154,0.03445762,
3095.671,0.03425843,
3095.189,0.03397958,
3094.707,0.03367114,
3094.225,0.03338508,
3093.743,0.03316285,
3093.261,0.03302904,
3092.779,0.03299366,
3092.297,0.03305198,
3091.814,0.03318918,
3091.332,0.03338302,
3090.850,0.0336074,
3090.368,0.03383653,
3089.886,0.03404503,
3089.404,0.03421346,
3088.922,0.03432957,
3088.440,0.03438995,
3087.958,0.03440002,
3087.475,0.03437141,
3086.993,0.03431876,
3086.511,0.0342559,
3086.029,0.03419247,
3085.547,0.03413355,
3085.065,0.03407876,
3084.583,0.03402525,
3084.101,0.03396994,
3083.618,0.03391071,
3083.136,0.03384703,
3082.654,0.03378002,
3082.172,0.03371073,
3081.690,0.03363996,
3081.208,0.03356785,
3080.726,0.03349467,
3080.244,0.03342233,
3079.762,0.03335474,
3079.279,0.03329821,
3078.797,0.03326106,
3078.315,0.03325272,
3077.833,0.03328064,
3077.351,0.03334989,
3076.869,0.03346134,
3076.387,0.03361021,
3075.905,0.03378681,
3075.422,0.0339779,
3074.940,0.0341696,
3074.458,0.03434855,
3073.976,0.03450622,
3073.494,0.0346386,
3073.012,0.03474613,
3072.530,0.03483057,
3072.048,0.03489184,
3071.566,0.03492602,
3071.083,0.03492514,
3070.601,0.03488008,
3070.119,0.03478499,
3069.637,0.03464267,
3069.155,0.03446626,
3068.673,0.03428026,
3068.191,0.03411199,
3067.709,0.03398703,
3067.227,0.03392228,
3066.744,0.03392118,
3066.262,0.03397621,
3065.780,0.0340729,
3065.298,0.03419783,
3064.816,0.03434074,
3064.334,0.03449627,
3063.852,0.03466102,
3063.370,0.03482734,
3062.887,0.03498097,
3062.405,0.03510358,
3061.923,0.03517691,
3061.441,0.03519208,
3060.959,0.03515554,
3060.477,0.03509096,
3059.995,0.03503304,
3059.513,0.03501422,
3059.031,0.03505515,
3058.548,0.03515313,
3058.066,0.03528322,
3057.584,0.03540339,
3057.102,0.03547106,
3056.620,0.03545744,
3056.138,0.03535566,
3055.656,0.03518366,
3055.174,0.03497545,
3054.691,0.0347701,
3054.209,0.03459549,
3053.727,0.03446294,
3053.245,0.03436745,
3052.763,0.03429463,
3052.281,0.03422929,
3051.799,0.03416412,
3051.317,0.03410249,
3050.835,0.03405718,
3050.352,0.03404471,
3049.870,0.03407725,
3049.388,0.03415809,
3048.906,0.03427846,
3048.424,0.03442025,
3047.942,0.03455862,
3047.460,0.03466949,
3046.978,0.03473712,
3046.495,0.0347562,
3046.013,0.03473509,
3045.531,0.03469177,
3045.049,0.03465188,
3044.567,0.0346402,
3044.085,0.03467321,
3043.603,0.03475545,
3043.121,0.03487649,
3042.639,0.03501583,
3042.156,0.03514685,
3041.674,0.03524907,
3041.192,0.03531327,
3040.710,0.03534465,
3040.228,0.03535919,
3039.746,0.03537557,
3039.264,0.03540698,
3038.782,0.03545389,
3038.299,0.03550458,
3037.817,0.0355392,
3037.335,0.03554098,
3036.853,0.0355038,
3036.371,0.03543778,
3035.889,0.03536613,
3035.407,0.03531974,
3034.925,0.03532625,
3034.443,0.03539979,
3033.960,0.03553914,
3033.478,0.03572819,
3032.996,0.03594292,
3032.514,0.0361576,
3032.032,0.03634994,
3031.550,0.03650559,
3031.068,0.03661406,
3030.586,0.03666915,
3030.104,0.03666842,
3029.621,0.03661397,
3029.139,0.03651447,
3028.657,0.0363849,
3028.175,0.03624853,
3027.693,0.03613031,
3027.211,0.03605012,
3026.729,0.03601955,
3026.247,0.03603634,
3025.764,0.03608733,
3025.282,0.03615177,
3024.800,0.03621291,
3024.318,0.03626414,
3023.836,0.03631417,
3023.354,0.03638307,
3022.872,0.03649727,
3022.390,0.03668068,
3021.908,0.03694418,
3021.425,0.03728211,
3020.943,0.03767103,
3020.461,0.03807775,
3019.979,0.03846457,
3019.497,0.03880052,
3019.015,0.03906985,
3018.533,0.03927597,
3018.051,0.03944387,
3017.568,0.03961192,
3017.086,0.03982856,
3016.604,0.04013902,
3016.122,0.04057265,
3015.640,0.04113699,
3015.158,0.041813,
3014.676,0.0425606,
3014.194,0.04332434,
3013.712,0.04404831,
3013.229,0.04469003,
3012.747,0.0452239,
3012.265,0.04564684,
3011.783,0.04597205,
3011.301,0.04622277,
3010.819,0.04642234,
3010.337,0.04658885,
3009.855,0.04673536,
3009.372,0.04687098,
3008.890,0.04700428,
3008.408,0.04714636,
3007.926,0.04730782,
3007.444,0.0474961,
3006.962,0.04770953,
3006.480,0.04793546,
3005.998,0.04815011,
3005.516,0.04832343,
3005.033,0.04842835,
3004.551,0.04844685,
3004.069,0.04837481,
3003.587,0.04822206,
3003.105,0.04800859,
3002.623,0.04775759,
3002.141,0.04748732,
3001.659,0.04720861,
3001.177,0.0469218,
3000.694,0.04661975,
3000.212,0.04629038,
2999.730,0.04592199,
2999.248,0.04550846,
2998.766,0.0450527,
2998.284,0.04457008,
2997.802,0.04408691,
2997.320,0.04364059,
2996.837,0.04327127,
2996.355,0.04301154,
2995.873,0.04288143,
2995.391,0.04287953,
2994.909,0.04298327,
2994.427,0.04315087,
2993.945,0.04333598,
2993.463,0.04349789,
2992.981,0.04360933,
2992.498,0.04366305,
2992.016,0.04366724,
2991.534,0.04364023,
2991.052,0.04359924,
2990.570,0.04355716,
2990.088,0.04352086,
2989.606,0.04349366,
2989.124,0.04347989,
2988.641,0.04348815,
2988.159,0.04352945,
2987.677,0.04361392,
2987.195,0.04374404,
2986.713,0.04391218,
2986.231,0.04410094,
2985.749,0.0442898,
2985.267,0.0444645,
2984.785,0.04462318,
2984.302,0.04478008,
2983.820,0.0449591,
2983.338,0.04518845,
2982.856,0.04548797,
2982.374,0.04586285,
2981.892,0.0463011,
2981.410,0.04677882,
2980.928,0.0472684,
2980.445,0.04774557,
2979.963,0.04819674,
2979.481,0.04861983,
2978.999,0.04902199,
2978.517,0.04941445,
2978.035,0.04980878,
2977.553,0.05021532,
2977.071,0.05064214,
2976.589,0.0510965,
2976.106,0.05158472,
2975.624,0.05211155,
2975.142,0.05267881,
2974.660,0.05328595,
2974.178,0.0539304,
2973.696,0.05461058,
2973.214,0.05532923,
2972.732,0.05609348,
2972.250,0.05691423,
2971.767,0.05780094,
2971.285,0.05875697,
2970.803,0.05977585,
2970.321,0.06084176,
2969.839,0.06193593,
2969.357,0.06304172,
2968.875,0.06415217,
2968.393,0.06527244,
2967.910,0.06641753,
2967.428,0.06760527,
2966.946,0.06884785,
2966.464,0.07014789,
2965.982,0.07149779,
2965.500,0.07288533,
2965.018,0.07429973,
2964.536,0.07573707,
2964.054,0.07720075,
2963.571,0.0786972,
2963.089,0.08022892,
2962.607,0.08178909,
2962.125,0.08336163,
2961.643,0.08492649,
2961.161,0.08646712,
2960.679,0.08797608,
2960.197,0.08945467,
2959.714,0.09090567,
2959.232,0.09232149,
2958.750,0.09367637,
2958.268,0.09492288,
2957.786,0.0959997,
2957.304,0.09685338,
2956.822,0.09745174,
2956.340,0.09780086,
2955.858,0.09794176,
2955.375,0.09794486,
2954.893,0.09788962,
2954.411,0.09784196,
2953.929,0.09785011,
2953.447,0.09793746,
2952.965,0.09810761,
2952.483,0.09835376,
2952.001,0.0986644,
2951.518,0.09902761,
2951.036,0.09943113,
2950.554,0.09986118,
2950.072,0.1003037,
2949.590,0.1007449,
2949.108,0.1011765,
2948.626,0.101599,
2948.144,0.1020235,
2947.662,0.1024709,
2947.179,0.1029696,
2946.697,0.1035553,
2946.215,0.1042648,
2945.733,0.1051355,
2945.251,0.1062026,
2944.769,0.1074903,
2944.287,0.1090068,
2943.805,0.1107356,
2943.323,0.1126367,
2942.840,0.1146491,
2942.358,0.1167031,
2941.876,0.1187448,
2941.394,0.1207476,
2940.912,0.1227274,
2940.430,0.1247369,
2939.948,0.126856,
2939.466,0.1291687,
2938.983,0.1317367,
2938.501,0.1345906,
2938.019,0.1377223,
2937.537,0.141098,
2937.055,0.1446666,
2936.573,0.14838,
2936.091,0.1522042,
2935.609,0.1561158,
2935.127,0.160102,
2934.644,0.1641522,
2934.162,0.168254,
2933.680,0.172395,
2933.198,0.1765667,
2932.716,0.1807798,
2932.234,0.1850353,
2931.752,0.1893589,
2931.270,0.1937893,
2930.787,0.1983699,
2930.305,0.2031393,
2929.823,0.2081191,
2929.341,0.2132979,
2928.859,0.218617,
2928.377,0.2239604,
2927.895,0.2291748,
2927.413,0.2340841,
2926.931,0.2385359,
2926.448,0.2424533,
2925.966,0.245863,
2925.484,0.2489004,
2925.002,0.2517507,
2924.520,0.2546001,
2924.038,0.2575459,
2923.556,0.2605508,
2923.074,0.2634425,
2922.591,0.265965,
2922.109,0.2678749,
2921.627,0.268995,
2921.145,0.2692762,
2920.663,0.2687853,
2920.181,0.2676692,
2919.699,0.2660922,
2919.217,0.2641872,
2918.735,0.2620408,
2918.252,0.259684,
2917.770,0.2571098,
2917.288,0.2542872,
2916.806,0.25118,
2916.324,0.2477566,
2915.842,0.2439985,
2915.360,0.2399161,
2914.878,0.2355544,
2914.396,0.2309916,
2913.913,0.2263234,
2913.431,0.2216415,
2912.949,0.2170116,
2912.467,0.212456,
2911.985,0.207959,
2911.503,0.2034838,
2911.021,0.1989994,
2910.539,0.1945011,
2910.056,0.1900212,
2909.574,0.185618,
2909.092,0.1813621,
2908.610,0.1773113,
2908.128,0.1734921,
2907.646,0.1699016,
2907.164,0.1665123,
2906.682,0.1632889,
2906.200,0.1602004,
2905.717,0.1572292,
2905.235,0.1543705,
2904.753,0.1516262,
2904.271,0.1489964,
2903.789,0.1464753,
2903.307,0.1440519,
2902.825,0.1417138,
2902.343,0.1394541,
2901.860,0.1372743,
2901.378,0.1351844,
2900.896,0.1331984,
2900.414,0.13133,
2899.932,0.1295857,
2899.450,0.1279626,
2898.968,0.1264468,
2898.486,0.1250156,
2898.004,0.1236385,
2897.521,0.1222786,
2897.039,0.1208995,
2896.557,0.1194673,
2896.075,0.1179571,
2895.593,0.1163602,
2895.111,0.1146851,
2894.629,0.1129594,
2894.147,0.1112203,
2893.664,0.1095108,
2893.182,0.1078687,
2892.700,0.1063176,
2892.218,0.104868,
2891.736,0.1035152,
2891.254,0.1022427,
2890.772,0.101025,
2890.290,0.09983072,
2889.808,0.09862723,
2889.325,0.09738135,
2888.843,0.09606764,
2888.361,0.09467535,
2887.879,0.09321378,
2887.397,0.09171468,
2886.915,0.09022756,
2886.433,0.08881311,
2885.951,0.08752497,
2885.469,0.08639748,
2884.986,0.0854398,
2884.504,0.08463455,
2884.022,0.08394616,
