Spectra,Wavelength
0.0027329612,2499.9235558043542
0.0028244979,2500.224896633387
0.002927429,2500.526310118435
0.0030078962,2500.827796285779
0.0030337544,2501.129355161712
0.0029874777,2501.4309867725387
0.0028750931,2501.732691144578
0.0027267595,2502.0344683041603
0.0025880092,2502.33631827763
0.0025069197,2502.6382410913434
0.0025133183,2502.940236771669
0.0026101088,2503.2423053449893
0.0027698404,2503.544446837698
0.0029465435,2503.8466612762036
0.0030892128,2504.148948686925
0.0031581952,2504.451309096296
0.0031374358,2504.7537425307614
0.003033354,2505.05624901678
0.0028702568,2505.358828580823
0.002677515,2505.661481249374
0.0024839588,2505.96420704893
0.0023105417,2506.2670060060004
0.0021682612,2506.5698781471074
0.0020623473,2506.872823498787
0.0019948368,2507.1758420875863
0.0019675759,2507.4789339400663
0.001982188,2507.7820990828013
0.0020380116,2508.085337542377
0.0021303676,2508.388649345394
0.0022484546,2508.692034518463
0.002377768,2508.9954930882104
0.0025039539,2509.299025081274
0.0026161424,2509.602630524304
0.002711622,2509.9063094439653
0.0027951507,2510.2100618669338
0.0028778282,2510.5138878198995
0.0029710636,2510.817787329565
0.003081037,2511.121760422646
0.0032049238,2511.4258071258705
0.0033297476,2511.72992746598
0.0034344683,2512.0341214697287
0.0034926834,2512.3383891638846
0.0034814605,2512.6427305752272
0.0033846428,2512.9471457305503
0.0031970465,2513.25163465666
0.002927262,2513.5561973803756
0.0025979755,2513.860833928529
0.0022462565,2514.1655443279656
0.001915522,2514.4703286055437
0.00165375,2514.7751867881348
0.0015041038,2515.0801189026233
0.0014936636,2515.385124975906
0.0016284395,2515.6902050348936
0.0018881664,2515.9953591065096
0.0022324014,2516.3005872176905
0.0026046422,2516.6058893953864
0.0029472776,2516.911265666559
0.003216006,2517.216716058185
0.0033828395,2517.5222405972527
0.0034412146,2517.8278393107644
0.0034016068,2518.133512225735
0.003286177,2518.4392593691928
0.0031220173,2518.745080768179
0.002934401,2519.0509764497483
0.002746832,2519.3569464409684
0.0025774764,2519.66299076892
0.0024396067,2519.969109460697
0.0023419214,2520.275302543406
0.0022870249,2520.581570044168
0.0022714697,2520.887911990116
0.0022842935,2521.1943284083973
0.0023106749,2521.500819326171
0.0023342595,2521.8073847706105
0.0023413885,2522.1140247689023
0.002324699,2522.4207393482457
0.0022850262,2522.7275285358533
0.0022294708,2523.0343923589508
0.0021682945,2523.3413308447784
0.0021112224,2523.6483440205875
0.0020637787,2523.955431913645
0.0020261272,2524.2625945512286
0.0019944706,2524.5698319606317
0.0019647134,2524.8771441691597
0.0019356572,2525.184531204131
0.0019090989,2525.491993092878
0.0018888984,2525.7995298627466
0.0018769517,2526.1071415410947
0.001870629,2526.4148281552957
0.0018623763,2526.7225897327344
0.0018419784,2527.0304263008097
0.0018012186,2527.3383378869335
0.0017395371,2527.646324518532
0.0016673537,2527.9543862230435
0.0016077532,2528.262523027921
0.0015904267,2528.5707349606296
0.0016428074,2528.8790220486485
0.0017839508,2529.1873843194703
0.002014909,2529.4958218006013
0.0023158048,2529.80433451956
0.002644344,2530.11292250388
0.0029425737,2530.4215857811064
0.0031476151,2530.7303243787997
0.0032004176,2531.039138324533
0.0030656538,2531.3480276458927
0.002741864,2531.6569923704783
0.0022720026,2531.9660325259038
0.0017366429,2532.2751481397963
0.0012404528,2532.584339239796
0.00088744046,2532.893605853557
0.0007407464,2533.2029480087463
0.00080630276,2533.5123657330455
0.0010317595,2533.8218590541487
0.0013350988,2534.131427999764
0.0016286391,2534.4410725976136
0.0018458716,2534.7507928754317
0.0019564922,2535.060588860968
0.0019640145,2535.370460581984
0.0019025762,2535.6804080662555
0.0018183872,2535.9904313415727
0.0017576348,2536.300530435738
0.0017445937,2536.610705376568
0.0017746686,2536.9209561918933
0.0018202837,2537.2312829095576
0.001850164,2537.541685557418
0.0018466369,2537.8521641633465
0.0018112335,2538.162718755227
0.0017624254,2538.4733493609583
0.001725532,2538.7840560084524
0.0017254987,2539.094838725635
0.0017777627,2539.405697540445
0.0018849383,2539.716632480837
0.0020382113,2540.0276435747755
0.0022228765,2540.3387308502433
0.0024247793,2540.649894335233
0.0026326098,2540.9611340577535
0.0028393057,2541.2724500458257
0.0030380588,2541.5838423274854
0.0032173079,2541.8953109307813
0.0033597988,2542.206855883777
0.003442918,2542.518477214548
0.0034448216,2542.8301749511857
0.0033552577,2543.141949121794
0.0031824268,2543.453799754491
0.002955017,2543.765726877408
0.002710455,2544.0777305186907
0.002484692,2544.3898107064983
0.0023011814,2544.7019674690046
0.0021674286,2545.014200834396
0.0020800587,2545.3265108308738
0.0020308543,2545.6388974866522
0.00201178,2545.9513608299603
0.002016307,2546.26390088904
0.0020388106,2546.5765176921477
0.0020711364,2546.8892112675535
0.002101034,2547.201981643542
0.0021120547,2547.51482884841
0.0020886485,2547.8277529104703
0.0020230315,2548.1407538580484
0.0019253066,2548.453831719484
0.0018239105,2548.76698652313
0.0017579342,2549.0802182973553
0.001759398,2549.39352707054
0.0018405475,2549.7069128710805
0.0019920075,2550.0203757273857
0.0021857107,2550.3339156678794
0.0023843313,2550.6475327209982
0.0025486457,2550.9612269151944
0.0026530782,2551.274998278933
0.0026932512,2551.5888468406924
0.0026889837,2551.9027726289673
0.0026755147,2552.2167756722647
0.002689017,2552.530855999106
0.0027477657,2552.845013638026
0.0028400396,2553.159248617575
0.0029261613,2553.4735609663167
0.0029550504,2553.7879507128278
0.002893405,2554.102417885701
0.0027356953,2554.4169625135414
0.0025060533,2554.7315846249694
0.002241627,2555.0462842486186
0.001982188,2555.361061413137
0.0017576015,2555.6759161471873
0.0015819798,2555.990848479446
0.0014557291,2556.305858438603
0.0013685354,2556.6209460533632
0.0013081451,2556.936111352445
0.0012673357,2557.2513543645823
0.0012498234,2557.5666751185213
0.0012687646,2557.8820736430234
0.0013408486,2558.1975499668647
0.0014776384,2558.5131041188342
0.0016777647,2558.8287361277366
0.0019249073,2559.1444460223893
0.002191139,2559.4602338316245
0.0024454712,2559.7760995842896
0.0026594456,2560.0920433092447
0.0028176613,2560.408065035365
0.0029213913,2560.72416479154
0.002987678,2561.040342606673
0.0030397938,2561.3565985096825
0.0030939847,2561.6729325295
0.0031478154,2561.9893446950723
0.0031773867,2562.30583503536
0.0031460798,2562.622403579338
0.0030166712,2562.9390503559957
0.0027644383,2563.255775394337
0.002384298,2563.5725787233805
0.001899115,2563.8894603721574
0.0013617217,2564.206420369715
0.0008555347,2564.523458745115
0.0004779232,2564.840575527432
0.00030503966,2565.1577707457564
0.0003726527,2565.4750444291926
0.0006618595,2565.792396606859
0.0011119427,2566.109827307888
0.0016399804,2566.427336561428
0.0021608353,2566.744924396641
0.002608009,2567.0625908427032
0.0029310316,2567.380335928805
0.0031040963,2567.698159684152
0.0031248205,2568.0160621379637
0.0030123005,2568.3340433194744
0.0028030877,2568.652103257933
0.0025416133,2568.9702419826026
0.0022772986,2569.288459522761
0.0020484314,2569.6067559077
0.0018774508,2569.9251311667263
0.0017679149,2570.2435853291613
0.001716018,2570.562118424341
0.0017182135,2570.880730481615
0.0017720403,2571.199421530349
0.0018716606,2571.518191599922
0.0020044234,2571.8370407197276
0.0021541757,2572.155968919175
0.0023042127,2572.474976227687
0.002440473,2572.7940626747018
0.002550379,2573.113228289671
0.0026243427,2573.4324731020624
0.0026542116,2573.751797141357
0.002639377,2574.0712004370516
0.0025938756,2574.3906830186565
0.0025395802,2574.710244915698
0.0024922567,2575.029886157715
0.0024495032,2575.3496067742635
0.0023985242,2575.669406794913
0.0023250654,2575.989286249247
0.0022219438,2576.309245166865
0.0020935426,2576.6292835773806
0.0019547283,2576.949401510422
0.0018259069,2577.2695989956324
0.0017245673,2577.5898760626696
0.0016632626,2577.9102327412065
0.0016485282,2578.23066906093
0.0016798935,2578.551185051542
0.0017519459,2578.8717807427597
0.0018556213,2579.192456164315
0.001981123,2579.5132113459536
0.0021184473,2579.8340463174372
0.0022565147,2580.154961108542
0.0023803334,2580.4759557490584
0.0024681636,2580.7970302687922
0.0024943228,2581.118184697564
0.0024359415,2581.4394190652097
0.0022920878,2581.7607334015784
0.0020905796,2582.0821277365358
0.0018816106,2582.403602099962
0.0017154192,2582.7251565217516
0.0016373529,2583.0467910318143
0.0016867789,2583.368505660075
0.0018884991,2583.6903004364726
0.002232368,2584.012175390962
0.0026458108,2584.3341305535128
0.0030251793,2584.656165954109
0.0032925538,2584.97828162275
0.003442083,2585.3004775894497
0.0035079815,2585.6227538842377
0.0035246166,2585.945110537158
0.0035099525,2586.26754757827
0.0034673992,2586.5900650376475
0.0034015067,2586.91266294538
0.00331903,2587.235341331571
0.003230627,2587.5581002263402
0.003145379,2587.8809396598217
0.0030670885,2588.203859662165
0.0029909809,2588.526860263534
0.0029017774,2588.849941494109
0.0027797776,2589.173103384083
0.0026096422,2589.496345963666
0.0023889956,2589.819669263083
0.0021328316,2590.1430733125735
0.001868832,2590.466558142393
0.0016293043,2590.7901237828096
0.0014382092,2591.1137702641104
0.0013066828,2591.437497616594
0.0012324115,2591.7613058705765
0.001199982,2592.0851950563883
0.0011854958,2592.4091652043753
0.0011599468,2592.7332163448978
0.0010989544,2593.057348508332
0.0009904779,2593.3815617250693
0.00084527617,2593.7058560255155
0.00070374046,2594.030231440093
0.0006393609,2594.3546879992377
0.0007506373,2594.6792257334027
0.0011189852,2595.0038446730546
0.0017254321,2595.328544848676
0.0023978914,2595.6533262907647
0.002938771,2595.978189029834
0.0032897827,2596.3031330964122
0.0035228126,2596.6281585210427
0.00371192,2596.953265334285
0.0038860983,2597.278453566712
0.004037571,2597.603723248915
0.004146778,2597.9290744114974
0.004198364,2598.25450708508
0.0041879257,2598.580021300299
0.0041212216,2598.9056170878043
0.0040111514,2599.231294478263
0.0038716227,2599.5570535023558
0.0037133235,2599.8828941907805
0.003542488,2600.208816574249
0.003360567,2600.5348206834897
0.003166606,2600.860906549245
0.0029615557,2601.1870742022747
0.0027525008,2601.5133236733523
0.0025551117,2601.839654993267
0.0023946594,2602.166068192824
0.0022999155,2602.492563302844
0.0022974506,2602.8191403541628
0.0024079531,2603.1457993776316
0.0026415105,2603.4725404041174
0.0029965192,2603.7993634645027
0.003451067,2604.126268589685
0.003956946,2604.4532558105784
0.004427731,2604.7803251581113
0.004745612,2605.107476663228
0.0048047067,2605.4347103568894
0.004556155,2605.7620262700702
0.0040441593,2606.089424433762
0.003386112,2606.416904878971
0.0027267928,2606.74446763672
0.0021845785,2607.072112738047
0.0018174888,2607.3998402140055
0.0016322975,2607.727650095664
0.0015932535,2608.055542414108
0.0016467654,2608.383517200438
0.0017366429,2608.7115744857692
0.0018180545,2609.0397143012337
0.0018635078,2609.367936677979
0.001859681,2609.6962416471683
0.0018084054,2610.0246292399797
0.0017218062,2610.3530994876082
0.0016174976,2610.6816524212636
0.001513613,2611.0102880721724
0.0014241805,2611.339006471575
0.0013595944,2611.6678076507296
0.0013251613,2611.996691640909
0.0013223363,2612.325658473402
0.001348194,2612.6547081795134
0.001392202,2612.9838407905627
0.0014364141,2613.3130563378872
0.00145922,2613.642354852838
0.0014504099,2613.971736366783
0.0014176649,2614.3012009111058
0.001386119,2614.6307485172056
0.0013839917,2614.960379216498
0.0014336548,2615.2900930404135
0.0015441374,2615.6198900203995
0.0017063712,2615.9497701879186
0.0018847387,2616.2797335744494
0.002007286,2616.609780211486
0.0019832866,2616.9399101305394
0.0017465233,2617.270123363136
0.0013453356,2617.6004199408176
0.0009444849,2617.930799895142
0.00072660745,2618.2612632576843
0.00077539874,2618.591810060034
0.0010650733,2618.9224403337967
0.0015202963,2619.253154110595
0.002051694,2619.583951422067
0.0025777097,2619.914832299866
0.0030120001,2620.2457967756613
0.0032772967,2620.5768448811405
0.003334589,2620.9079766480045
0.0032088961,2621.239192107971
0.0029893126,2621.5704912927745
0.002771441,2621.901874234165
0.002613609,2622.2333409639086
0.002524183,2622.564891513787
0.0024833258,2622.8965259155993
0.0024666307,2623.2282442011588
0.0024537016,2623.560046402297
0.002430177,2623.891932550859
0.0023840314,2624.223902678709
0.00230328,2624.5559568177246
0.0021750545,2624.888094999801
0.0019899437,2625.2203172568497
0.0017466231,2625.5526236207975
0.0014613477,2625.885014123588
0.0011746979,2626.2174887971805
0.0009460124,2626.5500476735506
0.00083993125,2626.8826907846906
0.0008935828,2627.2154181626083
0.0010988214,2627.5482298393285
0.0014085566,2627.881125846892
0.0017679813,2628.2141062173546
0.002135229,2628.5471709827902
0.0024836923,2628.8803201752876
0.0027981186,2629.213553826953
0.0030652534,2629.5468719699084
0.003259536,2629.8802746362912
0.0033322184,2630.2137618582565
0.0032230827,2630.5473336679747
0.0029000095,2630.880990097633
0.002421514,2631.214731179435
0.0019188501,2631.548556945601
0.001511352,2631.882467428366
0.0012379606,2632.216462659984
0.0010678634,2632.550542672722
0.0009440864,2632.8847074988666
0.0008159628,2633.2189571707195
0.000659968,2633.5532917205983
0.00048900227,2633.8877111808374
0.00034582507,2634.222215583788
0.00028302375,2634.5568049618173
0.00033541283,2634.891479347309
0.0005002475,2635.226238772664
0.0007416757,2635.5610832702982
0.0010068838,2635.8960128726453
0.0012481287,2636.231027612155
0.0014326243,2636.566127521293
0.0015478283,2636.901312632542
0.0016001707,2637.236582978402
0.0016086178,2637.571938591388
0.0015965125,2637.9073795040326
0.0015821129,2638.242905748885
0.0015764928,2638.5785173585095
0.0015835428,2638.9142143654894
0.001605658,2639.249996802422
0.0016480625,2639.5858647019236
0.0017215068,2639.9218180966254
0.001838052,2640.257857019176
0.00200692,2640.5939815022393
0.002227539,2640.9301915784986
0.0024867249,2641.2664872806513
0.0027574024,2641.602868641412
0.003004393,2641.939335693513
0.0031951438,2642.2758884697023
0.0033093474,2642.612527002745
0.0033488132,2642.9492513254227
0.0033345558,2643.2860614705337
0.003295158,2643.622957470893
0.0032532935,2643.959939359333
0.0032187433,2644.2970071687014
0.0031922732,2644.6341609318642
0.0031697433,2644.9714006817035
0.0031468142,2645.3087264511173
0.0031202817,2645.6461382730226
0.0030891793,2645.983636180351
0.0030510384,2646.3212202060517
0.0030009898,2646.658890383091
0.002933867,2646.996646744452
0.0028438414,2647.3344893231338
0.0027271262,2647.672418152154
0.0025842427,2648.010433264545
0.0024240129,2648.3485346933576
0.002265108,2648.6867224716593
0.0021315662,2649.0249966325337
0.0020495967,2649.363357209082
0.0020373792,2649.701804234422
0.0020982039,2650.0403377416887
0.002217681,2650.378957764034
0.002364242,2650.717664334626
0.002498055,2651.056457486651
0.00257221,2651.395337253312
0.0025426466,2651.734303667827
0.0023791005,2652.0733567634347
0.002075897,2652.412496573387
0.0016678859,2652.7517231309557
0.0012274937,2653.0910364694278
0.00084846327,2653.430436622108
0.0006056485,2653.7699236223184
0.0005330229,2654.109497503397
0.0006273489,2654.449158298701
0.0008608798,2654.7889060416023
0.0011956627,2655.128740765491
0.001585006,2655.4686625037743
0.0019768623,2655.8086712898767
0.0023171038,2656.1487671572395
0.002561011,2656.4889501393204
0.0026926845,2656.829220269596
0.0027229583,2657.1695775815588
0.002676715,2657.5100221087187
0.0025760431,2657.8505538846025
0.0024364414,2658.1911729427547
0.0022693714,2658.531879316737
0.002083588,2658.872673040128
0.0018918603,2659.2135541465236
0.0017098972,2659.554522669537
0.0015547782,2659.8955786427982
0.0014407358,2660.2367220999554
