Spectra,Wavelength
0.0006649457,2499.9235558043542
0.00057817606,2500.224896633387
0.00048306465,2500.526310118435
0.00041928166,2500.827796285779
0.00040896714,2501.129355161712
0.00044860144,2501.4309867725387
0.00050986756,2501.732691144578
0.00055216515,2502.0344683041603
0.0005387954,2502.33631827763
0.0004514539,2502.6382410913434
0.0002993698,2502.940236771669
0.000115653194,2503.2423053449893
-5.261367e-05,2503.544446837698
-0.00016510866,2503.8466612762036
-0.00019865939,2504.148948686925
-0.00015404596,2504.451309096296
-5.0990293e-05,2504.7537425307614
7.982724e-05,2505.05624901678
0.00020670619,2505.358828580823
0.00030626648,2505.661481249374
0.0003624388,2505.96420704893
0.0003663519,2506.2670060060004
0.00031455592,2506.5698781471074
0.00020816478,2506.872823498787
5.540365e-05,2507.1758420875863
-0.00012744794,2507.4789339400663
-0.0003124741,2507.7820990828013
-0.00046402618,2508.085337542377
-0.0005477577,2508.388649345394
-0.00053531484,2508.692034518463
-0.00041718906,2508.9954930882104
-0.00020574678,2509.299025081274
6.468246e-05,2509.602630524304
0.00034798053,2509.9063094439653
0.0005987139,2510.2100618669338
0.00077958114,2510.5138878198995
0.00087083987,2510.817787329565
0.00087004306,2511.121760422646
0.0007878464,2511.4258071258705
0.00064168376,2511.72992746598
0.00045089005,2512.0341214697287
0.00023495074,2512.3383891638846
1.2094093e-05,2512.6427305752272
-0.0001984938,2512.9471457305503
-0.00037491546,2513.25163465666
-0.0004971236,2513.5561973803756
-0.0005481879,2513.860833928529
-0.0005204557,2514.1655443279656
-0.00041867865,2514.4703286055437
-0.00026184562,2514.7751867881348
-8.017697e-05,2515.0801189026233
9.2818365e-05,2515.385124975906
0.00022523732,2515.6902050348936
0.00029399843,2515.9953591065096
0.00029011912,2516.3005872176905
0.00021754632,2516.6058893953864
9.0962465e-05,2516.911265666559
-7.040413e-05,2517.216716058185
-0.0002444935,2517.5222405972527
-0.00041036995,2517.8278393107644
-0.00055096764,2518.133512225735
-0.0006514896,2518.4392593691928
-0.00070187415,2518.745080768179
-0.00069744134,2519.0509764497483
-0.00063931436,2519.3569464409684
-0.00053471915,2519.66299076892
-0.00039451342,2519.969109460697
-0.00023333349,2520.275302543406
-6.553419e-05,2520.581570044168
9.593364e-05,2520.887911990116
0.00023929367,2521.1943284083973
0.00035567384,2521.500819326171
0.0004385847,2521.8073847706105
0.00048399344,2522.1140247689023
0.0004921204,2522.4207393482457
0.0004684365,2522.7275285358533
0.00042608075,2523.0343923589508
0.0003836628,2523.3413308447784
0.000363301,2523.6483440205875
0.0003843924,2523.955431913645
0.00045424007,2524.2625945512286
0.0005635779,2524.5698319606317
0.0006843592,2524.8771441691597
0.00077964755,2525.184531204131
0.0008114813,2525.491993092878
0.00075412245,2525.7995298627466
0.0006041222,2526.1071415410947
0.00038183882,2526.4148281552957
0.0001277505,2526.7225897327344
-0.000110620465,2527.0304263008097
-0.0002873427,2527.3383378869335
-0.00037445198,2527.646324518532
-0.0003676984,2527.9543862230435
-0.0002858858,2528.262523027921
-0.00016139905,2528.5707349606296
-2.6705215e-05,2528.8790220486485
9.444228e-05,2529.1873843194703
0.00019440778,2529.4958218006013
0.00027954244,2529.80433451956
0.0003632678,2530.11292250388
0.00045782232,2530.4215857811064
0.00056639797,2530.7303243787997
0.0006813725,2531.039138324533
0.0007859212,2531.3480276458927
0.0008601494,2531.6569923704783
0.0008868428,2531.9660325259038
0.00085812423,2532.2751481397963
0.00077802106,2532.584339239796
0.0006614945,2532.893605853557
0.00052910834,2533.2029480087463
0.00040259946,2533.5123657330455
0.00030109397,2533.8218590541487
0.00023796759,2534.131427999764
0.0002232151,2534.4410725976136
0.00026332977,2534.7507928754317
0.00035968638,2535.060588860968
0.00050535606,2535.370460581984
0.00068117335,2535.6804080662555
0.000857427,2535.9904313415727
0.00099619,2536.300530435738
0.0010652726,2536.610705376568
0.0010519534,2536.9209561918933
0.00096779625,2537.2312829095576
0.00084179034,2537.541685557418
0.0007047361,2537.8521641633465
0.0005806976,2538.162718755227
0.00048017877,2538.4733493609583
0.00040240047,2538.7840560084524
0.00034250907,2539.094838725635
0.00029625307,2539.405697540445
0.0002647554,2539.716632480837
0.00025517392,2540.0276435747755
0.00027596168,2540.3387308502433
0.00033209688,2540.649894335233
0.00042130478,2540.9611340577535
0.00053348736,2541.2724500458257
0.00065246836,2541.5838423274854
0.0007592008,2541.8953109307813
0.00083760737,2542.206855883777
0.0008775796,2542.518477214548
0.0008772476,2542.8301749511857
0.0008425871,2543.141949121794
0.0007843942,2543.453799754491
0.00071280083,2543.765726877408
0.00063322217,2544.0777305186907
0.0005461935,2544.3898107064983
0.0004499945,2544.7019674690046
0.00034426656,2545.014200834396
0.00023027635,2545.3265108308738
0.00011167607,2545.6388974866522
-7.1568934e-06,2545.9513608299603
-0.00012062428,2546.26390088904
-0.0002206829,2546.5765176921477
-0.0002968458,2546.8892112675535
-0.00033492222,2547.201981643542
-0.00032098332,2547.51482884841
-0.00024873225,2547.8277529104703
-0.00012771295,2548.1407538580484
1.2723657e-05,2548.453831719484
0.00013199293,2548.76698652313
0.00019218681,2549.0802182973553
0.00017647461,2549.39352707054
9.248695e-05,2549.7069128710805
-3.1277406e-05,2550.0203757273857
-0.00015696071,2550.3339156678794
-0.00024724207,2550.6475327209982
-0.00027403142,2550.9612269151944
-0.00022783615,2551.274998278933
-0.00011919991,2551.5888468406924
2.4221657e-05,2551.9027726289673
0.00017004405,2552.2167756722647
0.00029147853,2552.530855999106
0.0003761348,2552.845013638026
0.00042876726,2553.159248617575
0.00046608146,2553.4735609663167
0.0005071474,2553.7879507128278
0.00056225085,2554.102417885701
0.0006307667,2554.4169625135414
0.00070327584,2554.7315846249694
0.00076826225,2555.0462842486186
0.00081377185,2555.361061413137
0.00083063584,2555.6759161471873
0.0008135063,2555.990848479446
0.0007616902,2556.305858438603
0.0006815384,2556.6209460533632
0.0005864707,2556.936111352445
0.0004966318,2557.2513543645823
0.0004340408,2557.5666751185213
0.00041566658,2557.8820736430234
0.00044996134,2558.1975499668647
0.00053312245,2558.5131041188342
0.0006524352,2558.8287361277366
0.0007889418,2559.1444460223893
0.0009248937,2559.4602338316245
0.0010505584,2559.7760995842896
0.0011653954,2560.0920433092447
0.0012794983,2560.408065035365
0.001406828,2560.72416479154
0.0015551107,2561.040342606673
0.0017133568,2561.3565985096825
0.0018463708,2561.6729325295
0.0019042401,2561.9893446950723
0.0018494986,2562.30583503536
0.0016783634,2562.622403579338
0.001426707,2562.9390503559957
0.0011533356,2563.255775394337
0.0009217725,2563.5725787233805
0.00078160595,2563.8894603721574
0.00075116835,2564.206420369715
0.00081483414,2564.523458745115
0.0009278489,2564.840575527432
0.0010384021,2565.1577707457564
0.0011054983,2565.4750444291926
0.0011126735,2565.792396606859
0.0010675977,2566.109827307888
0.0009891827,2566.427336561428
0.00089916086,2566.744924396641
0.0008134731,2567.0625908427032
0.000742771,2567.380335928805
0.000690897,2567.698159684152
0.00065840833,2568.0160621379637
0.00064248015,2568.3340433194744
0.0006380336,2568.652103257933
0.00063883,2568.9702419826026
0.0006367063,2569.288459522761
0.000624628,2569.6067559077
0.00060007424,2569.9251311667263
0.0005674265,2570.2435853291613
0.0005346153,2570.562118424341
0.00050761184,2570.880730481615
0.0004884052,2571.199421530349
0.00047447346,2571.518191599922
0.00046249916,2571.8370407197276
0.00044618014,2572.155968919175
0.00041686054,2572.474976227687
0.00036091334,2572.7940626747018
0.0002599149,2573.113228289671
9.8154116e-05,2573.4324731020624
-0.00012430112,2573.751797141357
-0.0003795171,2574.0712004370516
-0.00062538526,2574.3906830186565
-0.00082395726,2574.710244915698
-0.00095863553,2575.029886157715
-0.001029248,2575.3496067742635
-0.0010402885,2575.669406794913
-0.0009958275,2575.989286249247
-0.00089799747,2576.309245166865
-0.00075251755,2576.6292835773806
-0.0005718482,2576.949401510422
-0.0003752796,2577.2695989956324
-0.00018425244,2577.5898760626696
-1.4810663e-05,2577.9102327412065
0.00012606019,2578.23066906093
0.0002411502,2578.551185051542
0.0003380656,2578.8717807427597
0.0004267109,2579.192456164315
0.0005164359,2579.5132113459536
0.00061673083,2579.8340463174372
0.0007367635,2580.154961108542
0.00088372186,2580.4759557490584
0.0010626153,2580.7970302687922
0.0012733173,2581.118184697564
0.0015092241,2581.4394190652097
0.0017588657,2581.7607334015784
0.0020095163,2582.0821277365358
0.002253251,2582.403602099962
0.0024874911,2582.7251565217516
0.002708488,2583.0467910318143
0.002899409,2583.368505660075
0.0030248791,2583.6903004364726
0.003033354,2584.012175390962
0.0028903696,2584.3341305535128
0.0026180423,2584.656165954109
0.0022934203,2584.97828162275
0.002000662,2585.3004775894497
0.0017885423,2585.6227538842377
0.0016790952,2585.945110537158
0.0016767336,2586.26754757827
0.0017762654,2586.5900650376475
0.0019564258,2586.91266294538
0.0021745549,2587.235341331571
0.0023714046,2587.5581002263402
0.0024817928,2587.8809396598217
0.0024673305,2588.203859662165
0.0023366914,2588.526860263534
0.0021406899,2588.849941494109
0.0019440444,2589.173103384083
0.0017960615,2589.496345963666
0.001720409,2589.819669263083
